Theta1,Theta2
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
1.16499,1.63339
0.6025,1.63339
1.15071,1.62032
0.578445,1.62032
1.13608,1.60715
0.553163,1.60715
1.1211,1.5939
0.52648,1.5939
1.10573,1.58055
0.498172,1.58055
1.08998,1.5671
0.467947,1.5671
1.07383,1.55355
0.435408,1.55355
1.05725,1.53989
0.399993,1.53989
1.04023,1.52613
0.360858,1.52613
1.02274,1.51226
0.316633,1.51226
1.00477,1.49828
0.26478,1.49828
0.986289,1.48419
0.199445,1.48419
0.967265,1.46998
0.0962691,1.46998
0.947669,1.45564
nan,1.45564
0.927466,1.44118
nan,1.44118
0.906616,1.4266
nan,1.4266
0.885075,1.41188
nan,1.41188
0.862791,1.39702
nan,1.39702
0.839708,1.38203
nan,1.38203
0.815758,1.36689
nan,1.36689
0.790863,1.3516
nan,1.3516
0.764932,1.33615
nan,1.33615
0.737858,1.32054
nan,1.32054
0.709509,1.30477
nan,1.30477
0.679729,1.28882
nan,1.28882
0.64832,1.2727
nan,1.2727
0.615033,1.25639
nan,1.25639
0.579547,1.23989
nan,1.23989
0.54143,1.22319
nan,1.22319
0.50008,1.20628
nan,1.20628
0.454618,1.18915
nan,1.18915
0.403656,1.17179
nan,1.17179
0.344764,1.1542
nan,1.1542
0.272855,1.13636
nan,1.13636
0.172336,1.11826
nan,1.11826
nan,1.09988
nan,1.09988
nan,1.08122
nan,1.08122
nan,1.06226
nan,1.06226
nan,1.04298
nan,1.04298
nan,1.02336
nan,1.02336
nan,1.00339
nan,1.00339
nan,0.983034
nan,0.983034
nan,0.962281
nan,0.962281
nan,0.941099
nan,0.941099
nan,0.91946
nan,0.91946
nan,0.897329
nan,0.897329
nan,0.87467
nan,0.87467
nan,0.851441
nan,0.851441
nan,0.827593
nan,0.827593
nan,0.803072
nan,0.803072
nan,0.777813
nan,0.777813
nan,0.751743
nan,0.751743
nan,0.724773
nan,0.724773
nan,0.6968
nan,0.6968
nan,0.667697
nan,0.667697
nan,0.637309
nan,0.637309
nan,0.605443
nan,0.605443
nan,0.571852
nan,0.571852
nan,0.536212
nan,0.536212
nan,0.498083
nan,0.498083
nan,0.456842
nan,0.456842
nan,0.411555
nan,0.411555
nan,0.3607
nan,0.3607
nan,0.301474
nan,0.301474
nan,0.227426
nan,0.227426
nan,0.112309
nan,0.112309
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,0.145386
nan,0.145386
nan,0.245566
nan,0.245566
nan,0.315472
nan,0.315472
nan,0.372556
nan,0.372556
nan,0.422053
nan,0.422053
nan,0.466384
nan,0.466384
nan,0.506908
nan,0.506908
nan,0.544474
nan,0.544474
nan,0.579658
nan,0.579658
nan,0.612871
nan,0.612871
nan,0.644417
nan,0.644417
nan,0.674531
nan,0.674531
nan,0.703396
nan,0.703396
nan,0.73116
nan,0.73116
nan,0.757945
nan,0.757945
nan,0.783851
nan,0.783851
nan,0.808962
nan,0.808962
nan,0.83335
nan,0.83335
nan,0.857077
nan,0.857077
nan,0.880196
nan,0.880196
nan,0.902754
nan,0.902754
nan,0.924793
nan,0.924793
nan,0.946348
nan,0.946348
nan,0.967451
nan,0.967451
nan,0.988133
nan,0.988133
nan,1.00842
nan,1.00842
nan,1.02833
nan,1.02833
nan,1.04789
nan,1.04789
nan,1.06712
nan,1.06712
nan,1.08603
nan,1.08603
nan,1.10465
nan,1.10465
nan,1.12298
2.97267,1.12298
nan,1.14104
2.8712,1.14104
nan,1.15884
2.79902,1.15884
nan,1.1764
2.74001,1.1764
nan,1.19372
2.68899,1.19372
nan,1.21082
2.64351,1.21082
nan,1.2277
2.60215,1.2277
nan,1.24438
2.56404,1.24438
nan,1.26086
2.52856,1.26086
nan,1.27714
2.49529,1.27714
nan,1.29325
2.46389,1.29325
nan,1.30917
2.43413,1.30917
nan,1.32493
2.4058,1.32493
nan,1.34052
2.37875,1.34052
nan,1.35595
2.35284,1.35595
nan,1.37122
2.32796,1.37122
nan,1.38635
2.30403,1.38635
nan,1.40134
2.28097,1.40134
nan,1.41618
2.25871,1.41618
nan,1.43089
2.23719,1.43089
nan,1.44547
2.21636,1.44547
nan,1.45992
2.19617,1.45992
2.9831,1.47425
2.1766,1.47425
2.90557,1.48845
2.15759,1.48845
2.84814,1.50254
2.13913,1.50254
2.80051,1.51652
2.12118,1.51652
2.75901,1.53039
2.10371,1.53039
2.72182,1.54414
2.08671,1.54414
2.68787,1.5578
2.07015,1.5578
2.65649,1.57135
2.05401,1.57135
2.62722,1.5848
2.03828,1.5848
2.5997,1.59815
2.02294,1.59815
2.57369,1.61141
2.00797,1.61141
2.54899,1.62457
1.99336,1.62457
2.52545,1.63765
1.9791,1.63765
2.50293,1.65063
1.96517,1.65063
2.48133,1.66353
1.95157,1.66353
2.46058,1.67634
1.93828,1.67634
2.44059,1.68907
1.9253,1.68907
2.42129,1.70172
1.91262,1.70172
2.40265,1.71429
1.90022,1.71429
2.38461,1.72678
1.8881,1.72678
2.36713,1.73919
1.87626,1.73919
2.35017,1.75153
1.86468,1.75153
2.3337,1.76379
1.85336,1.76379
2.31769,1.77598
1.84229,1.77598
2.30212,1.7881
1.83147,1.7881
2.28697,1.80015
1.82089,1.80015
2.2722,1.81213
1.81055,1.81213
2.25782,1.82404
1.80044,1.82404
2.24378,1.83589
1.79056,1.83589
2.23009,1.84767
1.78089,1.84767
2.21672,1.85939
1.77145,1.85939
2.20367,1.87104
1.76222,1.87104
2.19092,1.88263
1.75319,1.88263
2.17845,1.89415
1.74438,1.89415
2.16626,1.90562
1.73576,1.90562
2.15434,1.91702
1.72734,1.91702
2.14268,1.92837
1.71912,1.92837
2.13127,1.93965
1.71109,1.93965
2.1201,1.95088
1.70325,1.95088
2.10916,1.96205
1.69559,1.96205
2.09846,1.97317
1.68812,1.97317
2.08797,1.98422
1.68083,1.98422
2.07769,1.99522
1.67371,1.99522
2.06763,2.00617
1.66677,2.00617
2.05777,2.01706
1.66,2.01706
2.0481,2.0279
1.6534,2.0279
2.03863,2.03868
1.64696,2.03868
2.02934,2.04941
1.64069,2.04941
2.02023,2.06009
1.63458,2.06009
2.01131,2.07071
1.62863,2.07071
2.00256,2.08128
1.62284,2.08128
1.99398,2.0918
1.6172,2.0918
1.98556,2.10227
1.61171,2.10227
1.97731,2.11268
1.60638,2.11268
1.96921,2.12304
1.60119,2.12304
1.96127,2.13335
1.59615,2.13335
1.95349,2.14361
1.59126,2.14361
1.94585,2.15382
1.5865,2.15382
1.93836,2.16398
1.58189,2.16398
1.93102,2.17408
1.57742,2.17408
1.92381,2.18413
1.57308,2.18413
1.91674,2.19414
1.56887,2.19414
1.90981,2.20409
1.5648,2.20409
1.90301,2.21398
1.56086,2.21398
1.89634,2.22383
1.55704,2.22383
1.8898,2.23363
1.55335,2.23363
1.88339,2.24337
1.54979,2.24337
1.8771,2.25306
1.54635,2.25306
1.87093,2.26269
1.54303,2.26269
1.86488,2.27228
1.53982,2.27228
1.85895,2.28181
1.53674,2.28181
1.85313,2.29128
1.53376,2.29128
1.84743,2.3007
1.53091,2.3007
1.84184,2.31007
1.52816,2.31007
1.83636,2.31938
1.52552,2.31938
1.83099,2.32863
1.52299,2.32863
1.82572,2.33783
1.52056,2.33783
1.82056,2.34696
1.51824,2.34696
1.81551,2.35604
1.51601,2.35604
1.81055,2.36506
1.51389,2.36506
1.8057,2.37402
1.51186,2.37402
1.80094,2.38292
1.50993,2.38292
1.79628,2.39176
1.5081,2.39176
1.79172,2.40053
1.50635,2.40053
1.78725,2.40923
1.50469,2.40923
1.78287,2.41788
1.50312,2.41788
1.77859,2.42645
1.50164,2.42645
1.7744,2.43496
1.50024,2.43496
1.77029,2.44339
1.49892,2.44339
1.76628,2.45176
1.49768,2.45176
1.76235,2.46005
1.49651,2.46005
1.7585,2.46826
1.49542,2.46826
1.75475,2.4764
1.49441,2.4764
1.75107,2.48446
1.49346,2.48446
1.74748,2.49245
1.49259,2.49245
1.74396,2.50034
1.49178,2.50034
1.74053,2.50816
1.49103,2.50816
1.73718,2.51589
1.49035,2.51589
1.73391,2.52353
1.48972,2.52353
1.73071,2.53107
1.48915,2.53107
1.72759,2.53853
1.48864,2.53853
1.72454,2.54588
1.48818,2.54588
1.72157,2.55314
1.48778,2.55314
1.71868,2.56029
1.48742,2.56029
1.71585,2.56734
1.4871,2.56734
1.7131,2.57428
1.48683,2.57428
1.71042,2.58111
1.4866,2.58111
1.70782,2.58783
1.48641,2.58783
1.70528,2.59442
1.48626,2.59442
1.70281,2.6009
1.48614,2.6009
1.70041,2.60724
1.48605,2.60724
1.69808,2.61346
1.48599,2.61346
1.69582,2.61955
1.48596,2.61955
1.69362,2.62549
1.48595,2.62549
1.6915,2.6313
1.48596,2.6313
1.68944,2.63696
1.48599,2.63696
1.68744,2.64246
1.48604,2.64246
1.68551,2.64782
1.4861,2.64782
1.68364,2.65301
1.48617,2.65301
1.68184,2.65804
1.48625,2.65804
1.68011,2.6629
1.48633,2.6629
1.67843,2.66759
1.48642,2.66759
1.67683,2.6721
1.48651,2.6721
1.67528,2.67643
1.48659,2.67643
1.67379,2.68057
1.48667,2.68057
1.67237,2.68452
1.48675,2.68452
1.67101,2.68828
1.48681,2.68828
1.66971,2.69183
1.48686,2.69183
1.66848,2.69518
1.48689,2.69518
1.6673,2.69831
1.48691,2.69831
1.66618,2.70124
1.48691,2.70124
1.66512,2.70394
1.48688,2.70394
1.66412,2.70643
1.48683,2.70643
1.66318,2.70869
1.48675,2.70869
1.66229,2.71072
1.48664,2.71072
1.66146,2.71252
1.4865,2.71252
1.66069,2.71408
1.48633,2.71408
1.65996,2.71541
1.48612,2.71541
1.6593,2.7165
1.48587,2.7165
1.65868,2.71735
1.48558,2.71735
1.65812,2.71796
1.48525,2.71796
1.6576,2.71832
1.48488,2.71832
1.65714,2.71844
1.48446,2.71844
1.65672,2.71832
1.48399,2.71832
1.65634,2.71796
1.48347,2.71796
1.65601,2.71735
1.48291,2.71735
1.65572,2.7165
1.4823,2.7165
1.65548,2.71541
1.48163,2.71541
1.65526,2.71408
1.48091,2.71408
1.65509,2.71252
1.48013,2.71252
1.65495,2.71072
1.4793,2.71072
1.65484,2.70869
1.47842,2.70869
1.65476,2.70643
1.47747,2.70643
1.65471,2.70394
1.47647,2.70394
1.65469,2.70124
1.47541,2.70124
1.65468,2.69831
1.47429,2.69831
1.6547,2.69518
1.47312,2.69518
1.65473,2.69183
1.47188,2.69183
1.65478,2.68828
1.47058,2.68828
1.65485,2.68452
1.46922,2.68452
1.65492,2.68057
1.4678,2.68057
1.655,2.67643
1.46631,2.67643
1.65509,2.6721
1.46477,2.6721
1.65517,2.66759
1.46316,2.66759
1.65526,2.6629
1.46149,2.6629
1.65535,2.65804
1.45975,2.65804
1.65543,2.65301
1.45795,2.65301
1.6555,2.64782
1.45608,2.64782
1.65556,2.64246
1.45415,2.64246
1.6556,2.63696
1.45216,2.63696
1.65563,2.6313
1.4501,2.6313
1.65565,2.62549
1.44797,2.62549
1.65564,2.61955
1.44577,2.61955
1.6556,2.61346
1.44351,2.61346
1.65554,2.60724
1.44118,2.60724
1.65545,2.6009
1.43878,2.6009
1.65533,2.59442
1.43631,2.59442
1.65518,2.58783
1.43378,2.58783
1.65499,2.58111
1.43117,2.58111
1.65476,2.57428
1.42849,2.57428
1.65449,2.56734
1.42574,2.56734
1.65418,2.56029
1.42292,2.56029
1.65382,2.55314
1.42002,2.55314
1.65341,2.54588
1.41705,2.54588
1.65295,2.53853
1.414,2.53853
1.65244,2.53107
1.41088,2.53107
1.65187,2.52353
1.40769,2.52353
1.65125,2.51589
1.40441,2.51589
1.65056,2.50816
1.40106,2.50816
1.64982,2.50034
1.39763,2.50034
1.64901,2.49245
1.39412,2.49245
1.64813,2.48446
1.39052,2.48446
1.64718,2.4764
1.38685,2.4764
1.64617,2.46826
1.38309,2.46826
1.64508,2.46005
1.37924,2.46005
1.64392,2.45176
1.37532,2.45176
1.64267,2.44339
1.3713,2.44339
1.64135,2.43496
1.3672,2.43496
1.63995,2.42645
1.363,2.42645
1.63847,2.41788
1.35872,2.41788
1.6369,2.40923
1.35434,2.40923
1.63524,2.40053
1.34987,2.40053
1.6335,2.39176
1.34531,2.39176
1.63166,2.38292
1.34065,2.38292
1.62973,2.37402
1.3359,2.37402
1.6277,2.36506
1.33104,2.36506
1.62558,2.35604
1.32609,2.35604
1.62336,2.34696
1.32103,2.34696
1.62103,2.33783
1.31587,2.33783
1.61861,2.32863
1.3106,2.32863
1.61607,2.31938
1.30523,2.31938
1.61343,2.31007
1.29975,2.31007
1.61069,2.3007
1.29416,2.3007
1.60783,2.29128
1.28846,2.29128
1.60486,2.28181
1.28264,2.28181
1.60177,2.27228
1.27671,2.27228
1.59857,2.26269
1.27066,2.26269
1.59525,2.25306
1.26449,2.25306
1.5918,2.24337
1.2582,2.24337
1.58824,2.23363
1.25179,2.23363
1.58455,2.22383
1.24525,2.22383
1.58074,2.21398
1.23858,2.21398
1.57679,2.20409
1.23178,2.20409
1.57272,2.19414
1.22485,2.19414
1.56852,2.18413
1.21778,2.18413
1.56418,2.17408
1.21058,2.17408
1.5597,2.16398
1.20323,2.16398
1.55509,2.15382
1.19574,2.15382
1.55033,2.14361
1.1881,2.14361
1.54544,2.13335
1.18032,2.13335
1.5404,2.12304
1.17238,2.12304
1.53521,2.11268
1.16429,2.11268
1.52988,2.10227
1.15603,2.10227
1.52439,2.0918
1.14762,2.0918
1.51876,2.08128
1.13904,2.08128
1.51296,2.07071
1.13028,2.07071
1.50701,2.06009
1.12136,2.06009
1.5009,2.04941
1.11225,2.04941
1.49463,2.03868
1.10297,2.03868
1.4882,2.0279
1.09349,2.0279
1.4816,2.01706
1.08383,2.01706
1.47482,2.00617
1.07396,2.00617
1.46788,1.99522
1.0639,1.99522
1.46077,1.98422
1.05362,1.98422
1.45347,1.97317
1.04314,1.97317
1.446,1.96205
1.03243,1.96205
1.43834,1.95088
1.02149,1.95088
1.4305,1.93965
1.01032,1.93965
1.42247,1.92837
0.998912,1.92837
1.41425,1.91702
0.987251,1.91702
1.40583,1.90562
0.97533,1.90562
1.39722,1.89415
0.963142,1.89415
1.3884,1.88263
0.950677,1.88263
1.37938,1.87104
0.937922,1.87104
1.37014,1.85939
0.924868,1.85939
1.3607,1.84767
0.911502,1.84767
1.35104,1.83589
0.89781,1.83589
1.34115,1.82404
0.883777,1.82404
1.33104,1.81213
0.869388,1.81213
1.3207,1.80015
0.854626,1.80015
1.31012,1.7881
0.83947,1.7881
1.2993,1.77598
0.823901,1.77598
1.28823,1.76379
0.807896,1.76379
1.27691,1.75153
0.791427,1.75153
1.26533,1.73919
0.774467,1.73919
1.25349,1.72678
0.756984,1.72678
1.24137,1.71429
0.738942,1.71429
1.22898,1.70172
0.720298,1.70172
1.21629,1.68907
0.701007,1.68907
1.20331,1.67634
0.681015,1.67634
1.19002,1.66353
0.660259,1.66353
1.17642,1.65063
0.638665,1.65063
1.1625,1.63765
0.616147,1.63765
1.14824,1.62457
0.592602,1.62457
1.13363,1.61141
0.567903,1.61141
1.11866,1.59815
0.541893,1.59815
1.10331,1.5848
0.514377,1.5848
1.08758,1.57135
0.485099,1.57135
1.07144,1.5578
0.453721,1.5578
1.05488,1.54414
0.419775,1.54414
1.03788,1.53039
0.38258,1.53039
1.02041,1.51652
0.341078,1.51652
1.00246,1.50254
0.293452,1.50254
0.983998,1.48845
0.236027,1.48845
0.964994,1.47425
0.158495,1.47425
0.945418,1.45992
nan,1.45992
0.925235,1.44547
nan,1.44547
0.904405,1.43089
nan,1.43089
0.882885,1.41618
nan,1.41618
0.860622,1.40134
nan,1.40134
0.83756,1.38635
nan,1.38635
0.81363,1.37122
nan,1.37122
0.788756,1.35595
nan,1.35595
0.762846,1.34052
nan,1.34052
0.735792,1.32493
nan,1.32493
0.707463,1.30917
nan,1.30917
0.6777,1.29325
nan,1.29325
0.646307,1.27714
nan,1.27714
0.613034,1.26086
nan,1.26086
0.577557,1.24438
nan,1.24438
0.539443,1.2277
nan,1.2277
0.498086,1.21082
nan,1.21082
0.4526,1.19372
nan,1.19372
0.401584,1.1764
nan,1.1764
0.342576,1.15884
nan,1.15884
0.270394,1.14104
nan,1.14104
0.168918,1.12298
nan,1.12298
nan,1.10465
nan,1.10465
nan,1.08603
nan,1.08603
nan,1.06712
nan,1.06712
nan,1.04789
nan,1.04789
nan,1.02833
nan,1.02833
nan,1.00842
nan,1.00842
nan,0.988133
nan,0.988133
nan,0.967451
nan,0.967451
nan,0.946348
nan,0.946348
nan,0.924793
nan,0.924793
nan,0.902754
nan,0.902754
nan,0.880196
nan,0.880196
nan,0.857077
nan,0.857077
nan,0.83335
nan,0.83335
nan,0.808962
nan,0.808962
nan,0.783851
nan,0.783851
nan,0.757945
nan,0.757945
nan,0.73116
nan,0.73116
nan,0.703396
nan,0.703396
nan,0.674531
nan,0.674531
nan,0.644417
nan,0.644417
nan,0.612871
nan,0.612871
nan,0.579658
nan,0.579658
nan,0.544474
nan,0.544474
nan,0.506908
nan,0.506908
nan,0.466384
nan,0.466384
nan,0.422053
nan,0.422053
nan,0.372556
nan,0.372556
nan,0.315472
nan,0.315472
nan,0.245566
nan,0.245566
nan,0.145386
nan,0.145386
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,0.171675
nan,0.171675
nan,0.262092
nan,0.262092
nan,0.328585
nan,0.328585
nan,0.383796
nan,0.383796
nan,0.432072
nan,0.432072
nan,0.47553
nan,0.47553
nan,0.515391
nan,0.515391
nan,0.552434
nan,0.552434
nan,0.587191
nan,0.587191
nan,0.620049
nan,0.620049
nan,0.651294
nan,0.651294
nan,0.681149
nan,0.681149
nan,0.709788
nan,0.709788
nan,0.737354
nan,0.737354
nan,0.763963
nan,0.763963
nan,0.789712
nan,0.789712
nan,0.814682
nan,0.814682
nan,0.838942
nan,0.838942
nan,0.862554
nan,0.862554
nan,0.885568
nan,0.885568
nan,0.90803
nan,0.90803
nan,0.92998
nan,0.92998
nan,0.951454
nan,0.951454
nan,0.972483
nan,0.972483
nan,0.993095
nan,0.993095
nan,1.01332
nan,1.01332
nan,1.03317
nan,1.03317
nan,1.05267
nan,1.05267
nan,1.07185
nan,1.07185
nan,1.09072
nan,1.09072
nan,1.10929
nan,1.10929
nan,1.12758
2.97688,1.12758
nan,1.1456
2.87412,1.1456
nan,1.16337
2.80156,1.16337
nan,1.18089
2.74238,1.18089
nan,1.19818
2.69127,1.19818
nan,1.21525
2.64573,1.21525
nan,1.23211
2.60435,1.23211
nan,1.24876
2.56622,1.24876
nan,1.26521
2.53074,1.26521
nan,1.28148
2.49747,1.28148
nan,1.29756
2.46608,1.29756
nan,1.31347
2.43633,1.31347
nan,1.3292
2.40801,1.3292
nan,1.34478
2.38097,1.34478
nan,1.36019
2.35508,1.36019
nan,1.37546
2.33022,1.37546
nan,1.39057
2.30631,1.39057
nan,1.40555
2.28326,1.40555
nan,1.42038
2.26101,1.42038
nan,1.43508
2.23951,1.43508
nan,1.44965
2.2187,1.44965
3.04137,1.46409
2.19853,1.46409
2.93937,1.47841
2.17897,1.47841
2.87409,1.49262
2.15998,1.49262
2.82216,1.5067
2.14154,1.5067
2.77782,1.52068
2.1236,1.52068
2.73857,1.53454
2.10615,1.53454
2.70302,1.54829
2.08917,1.54829
2.67036,1.56195
2.07262,1.56195
2.64002,1.5755
2.0565,1.5755
2.61159,1.58895
2.04078,1.58895
2.58479,1.6023
2.02545,1.6023
2.5594,1.61556
2.0105,1.61556
2.53524,1.62873
1.9959,1.62873
2.51217,1.64181
1.98166,1.64181
2.49007,1.6548
1.96775,1.6548
2.46885,1.6677
1.95416,1.6677
2.44844,1.68052
1.94089,1.68052
2.42876,1.69325
1.92792,1.69325
2.40975,1.70591
1.91525,1.70591
2.39137,1.71848
1.90286,1.71848
2.37357,1.73098
1.89076,1.73098
2.35631,1.7434
1.87893,1.7434
2.33956,1.75575
1.86736,1.75575
2.32328,1.76802
1.85605,1.76802
2.30746,1.78022
1.845,1.78022
2.29206,1.79235
1.83419,1.79235
2.27707,1.80442
1.82362,1.80442
2.26246,1.81641
1.81329,1.81641
2.24822,1.82833
1.80319,1.82833
2.23432,1.84019
1.79332,1.84019
2.22076,1.85199
1.78366,1.85199
2.20752,1.86372
1.77423,1.86372
2.19459,1.87538
1.76501,1.87538
2.18195,1.88699
1.75599,1.88699
2.1696,1.89853
1.74719,1.89853
2.15752,1.91001
1.73858,1.91001
2.1457,1.92144
1.73017,1.92144
2.13414,1.9328
1.72196,1.9328
2.12282,1.94411
1.71394,1.94411
2.11175,1.95535
1.7061,1.95535
2.1009,1.96655
1.69846,1.96655
2.09028,1.97768
1.69099,1.97768
2.07988,1.98876
1.6837,1.98876
2.06968,1.99978
1.67659,1.99978
2.0597,2.01075
1.66966,2.01075
2.04991,2.02167
1.6629,2.02167
2.04032,2.03253
1.6563,2.03253
2.03092,2.04334
1.64987,2.04334
2.02171,2.05409
1.64361,2.05409
2.01268,2.06479
1.6375,2.06479
2.00382,2.07545
1.63156,2.07545
1.99514,2.08604
1.62577,2.08604
1.98662,2.09659
1.62014,2.09659
1.97827,2.10709
1.61466,2.10709
1.97008,2.11753
1.60933,2.11753
1.96205,2.12792
1.60415,2.12792
1.95418,2.13827
1.59912,2.13827
1.94645,2.14856
1.59423,2.14856
1.93887,2.1588
1.58948,2.1588
1.93144,2.16899
1.58487,2.16899
1.92416,2.17913
1.5804,2.17913
1.91701,2.18922
1.57607,2.18922
1.91,2.19926
1.57187,2.19926
1.90312,2.20924
1.5678,2.20924
1.89637,2.21918
1.56386,2.21918
1.88976,2.22907
1.56005,2.22907
1.88327,2.2389
1.55636,2.2389
1.87691,2.24869
1.5528,2.24869
1.87067,2.25842
1.54937,2.25842
1.86456,2.2681
1.54605,2.2681
1.85856,2.27772
1.54285,2.27772
1.85268,2.2873
1.53977,2.2873
1.84691,2.29682
1.5368,2.29682
1.84126,2.30629
1.53395,2.30629
1.83572,2.3157
1.5312,2.3157
1.83028,2.32506
1.52857,2.32506
1.82496,2.33436
1.52604,2.33436
1.81974,2.34361
1.52362,2.34361
1.81463,2.3528
1.5213,2.3528
1.80962,2.36193
1.51908,2.36193
1.80471,2.371
1.51696,2.371
1.7999,2.38002
1.51494,2.38002
1.79518,2.38897
1.51302,2.38897
1.79057,2.39787
1.51118,2.39787
1.78605,2.4067
1.50944,2.4067
1.78162,2.41546
1.50779,2.41546
1.77729,2.42417
1.50623,2.42417
1.77305,2.4328
1.50475,2.4328
1.7689,2.44137
1.50335,2.44137
1.76483,2.44987
1.50204,2.44987
1.76086,2.4583
1.50081,2.4583
1.75697,2.46666
1.49965,2.46666
1.75316,2.47495
1.49857,2.47495
1.74944,2.48316
1.49756,2.48316
1.74581,2.49129
1.49662,2.49129
1.74225,2.49934
1.49575,2.49934
1.73877,2.50732
1.49495,2.50732
1.73538,2.5152
1.49421,2.5152
1.73206,2.52301
1.49354,2.52301
1.72882,2.53072
1.49292,2.53072
1.72566,2.53835
1.49236,2.53835
1.72258,2.54588
1.49186,2.54588
1.71956,2.55332
1.49141,2.55332
1.71663,2.56066
1.49102,2.56066
1.71376,2.5679
1.49067,2.5679
1.71097,2.57503
1.49037,2.57503
1.70825,2.58205
1.49011,2.58205
1.70561,2.58897
1.48989,2.58897
1.70303,2.59577
1.48971,2.59577
1.70052,2.60245
1.48957,2.60245
1.69808,2.60901
1.48947,2.60901
1.69571,2.61545
1.48939,2.61545
1.69341,2.62176
1.48935,2.62176
1.69118,2.62793
1.48933,2.62793
1.68901,2.63396
1.48934,2.63396
1.68691,2.63986
1.48937,2.63986
1.68487,2.64561
1.48941,2.64561
1.6829,2.6512
1.48948,2.6512
1.68099,2.65665
1.48956,2.65665
1.67915,2.66193
1.48965,2.66193
1.67738,2.66705
1.48974,2.66705
1.67566,2.67199
1.48985,2.67199
1.67401,2.67677
1.48995,2.67677
1.67243,2.68136
1.49006,2.68136
1.6709,2.68577
1.49017,2.68577
1.66944,2.68999
1.49027,2.68999
1.66804,2.69402
1.49036,2.69402
1.6667,2.69785
1.49045,2.69785
1.66543,2.70147
1.49052,2.70147
1.66421,2.70489
1.49057,2.70489
1.66305,2.70809
1.49061,2.70809
1.66195,2.71108
1.49063,2.71108
1.66091,2.71384
1.49063,2.71384
1.65993,2.71638
1.4906,2.71638
1.65901,2.71869
1.49054,2.71869
1.65814,2.72076
1.49045,2.72076
1.65733,2.7226
1.49034,2.7226
1.65658,2.7242
1.49018,2.7242
1.65588,2.72556
1.48999,2.72556
1.65523,2.72668
1.48977,2.72668
1.65464,2.72755
1.4895,2.72755
1.65409,2.72817
1.48919,2.72817
1.6536,2.72854
1.48884,2.72854
1.65315,2.72867
1.48844,2.72867
1.65276,2.72854
1.48799,2.72854
1.6524,2.72817
1.4875,2.72817
1.65209,2.72755
1.48696,2.72755
1.65183,2.72668
1.48636,2.72668
1.6516,2.72556
1.48571,2.72556
1.65141,2.7242
1.48501,2.7242
1.65126,2.7226
1.48426,2.7226
1.65114,2.72076
1.48345,2.72076
1.65105,2.71869
1.48258,2.71869
1.651,2.71638
1.48166,2.71638
1.65097,2.71384
1.48068,2.71384
1.65096,2.71108
1.47964,2.71108
1.65098,2.70809
1.47854,2.70809
1.65102,2.70489
1.47738,2.70489
1.65108,2.70147
1.47617,2.70147
1.65115,2.69785
1.47489,2.69785
1.65123,2.69402
1.47355,2.69402
1.65132,2.68999
1.47215,2.68999
1.65143,2.68577
1.47069,2.68577
1.65153,2.68136
1.46916,2.68136
1.65164,2.67677
1.46758,2.67677
1.65175,2.67199
1.46593,2.67199
1.65185,2.66705
1.46422,2.66705
1.65195,2.66193
1.46244,2.66193
1.65204,2.65665
1.4606,2.65665
1.65211,2.6512
1.45869,2.6512
1.65218,2.64561
1.45672,2.64561
1.65223,2.63986
1.45469,2.63986
1.65225,2.63396
1.45259,2.63396
1.65226,2.62793
1.45042,2.62793
1.65224,2.62176
1.44818,2.62176
1.6522,2.61545
1.44588,2.61545
1.65212,2.60901
1.44351,2.60901
1.65202,2.60245
1.44107,2.60245
1.65188,2.59577
1.43856,2.59577
1.6517,2.58897
1.43599,2.58897
1.65148,2.58205
1.43334,2.58205
1.65123,2.57503
1.43062,2.57503
1.65092,2.5679
1.42783,2.5679
1.65058,2.56066
1.42496,2.56066
1.65018,2.55332
1.42203,2.55332
1.64973,2.54588
1.41902,2.54588
1.64923,2.53835
1.41593,2.53835
1.64867,2.53072
1.41277,2.53072
1.64806,2.52301
1.40953,2.52301
1.64738,2.5152
1.40621,2.5152
1.64664,2.50732
1.40282,2.50732
1.64584,2.49934
1.39934,2.49934
1.64497,2.49129
1.39579,2.49129
1.64403,2.48316
1.39215,2.48316
1.64303,2.47495
1.38843,2.47495
1.64194,2.46666
1.38462,2.46666
1.64079,2.4583
1.38074,2.4583
1.63955,2.44987
1.37676,2.44987
1.63824,2.44137
1.3727,2.44137
1.63684,2.4328
1.36854,2.4328
1.63537,2.42417
1.3643,2.42417
1.6338,2.41546
1.35997,2.41546
1.63215,2.4067
1.35554,2.4067
1.63041,2.39787
1.35102,2.39787
1.62858,2.38897
1.34641,2.38897
1.62665,2.38002
1.3417,2.38002
1.62463,2.371
1.33689,2.371
1.62251,2.36193
1.33198,2.36193
1.62029,2.3528
1.32697,2.3528
1.61797,2.34361
