Theta1,Theta2
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
1.96414,1.71035
2.34268,1.72313
1.95121,1.72313
2.3255,1.73584
1.93859,1.73584
2.30881,1.74848
1.92625,1.74848
2.29258,1.76104
1.91419,1.76104
2.2768,1.77353
1.9024,1.77353
2.26143,1.78595
1.89087,1.78595
2.24646,1.7983
1.8796,1.7983
2.23187,1.81059
1.86859,1.81059
2.21764,1.82281
1.85782,1.82281
2.20376,1.83496
1.84729,1.83496
2.1902,1.84705
1.83699,1.84705
2.17696,1.85907
1.82692,1.85907
2.16403,1.87104
1.81708,1.87104
2.15138,1.88294
1.80746,1.88294
2.13902,1.89478
1.79806,1.89478
2.12694,1.90657
1.78886,1.90657
2.11511,1.9183
1.77988,1.9183
2.10355,1.92997
1.77109,1.92997
2.09222,1.94158
1.76251,1.94158
2.08114,1.95314
1.75413,1.95314
2.07029,1.96465
1.74594,1.96465
2.05966,1.9761
1.73793,1.9761
2.04925,1.9875
1.73012,1.9875
2.03906,1.99885
1.72249,1.99885
2.02907,2.01014
1.71504,2.01014
2.01928,2.02139
1.70777,2.02139
2.00969,2.03258
1.70067,2.03258
2.0003,2.04373
1.69374,2.04373
1.99109,2.05483
1.68699,2.05483
1.98206,2.06587
1.6804,2.06587
1.97321,2.07687
1.67398,2.07687
1.96453,2.08783
1.66772,2.08783
1.95603,2.09873
1.66162,2.09873
1.94769,2.10959
1.65568,2.10959
1.93951,2.1204
1.6499,2.1204
1.9315,2.13117
1.64427,2.13117
1.92364,2.14189
1.63878,2.14189
1.91594,2.15256
1.63345,2.15256
1.90838,2.16319
1.62827,2.16319
1.90098,2.17378
1.62323,2.17378
1.89372,2.18432
1.61833,2.18432
1.8866,2.19481
1.61358,2.19481
1.87962,2.20527
1.60896,2.20527
1.87277,2.21567
1.60448,2.21567
1.86606,2.22604
1.60014,2.22604
1.85949,2.23636
1.59593,2.23636
1.85304,2.24663
1.59185,2.24663
1.84672,2.25686
1.5879,2.25686
1.84052,2.26705
1.58407,2.26705
1.83445,2.2772
1.58038,2.2772
1.8285,2.2873
1.5768,2.2873
1.82267,2.29735
1.57335,2.29735
1.81696,2.30736
1.57002,2.30736
1.81136,2.31733
1.56681,2.31733
1.80587,2.32725
1.56371,2.32725
1.80049,2.33713
1.56073,2.33713
1.79523,2.34696
1.55786,2.34696
1.79007,2.35675
1.5551,2.35675
1.78502,2.36649
1.55245,2.36649
1.78007,2.37619
1.54991,2.37619
1.77522,2.38583
1.54747,2.38583
1.77048,2.39543
1.54514,2.39543
1.76583,2.40498
1.54291,2.40498
1.76129,2.41448
1.54078,2.41448
1.75684,2.42394
1.53875,2.42394
1.75248,2.43334
1.53681,2.43334
1.74822,2.44269
1.53497,2.44269
1.74405,2.45199
1.53322,2.45199
1.73997,2.46124
1.53156,2.46124
1.73598,2.47043
1.52999,2.47043
1.73207,2.47957
1.52851,2.47957
1.72826,2.48865
1.52711,2.48865
1.72452,2.49767
1.52579,2.49767
1.72088,2.50664
1.52456,2.50664
1.71731,2.51555
1.52341,2.51555
1.71383,2.52439
1.52233,2.52439
1.71042,2.53317
1.52133,2.53317
1.7071,2.54188
1.5204,2.54188
1.70385,2.55053
1.51954,2.55053
1.70068,2.55911
1.51876,2.55911
1.69758,2.56762
1.51804,2.56762
1.69456,2.57605
1.51738,2.57605
1.69162,2.58441
1.51679,2.58441
1.68874,2.59269
1.51626,2.59269
1.68594,2.6009
1.51579,2.6009
1.68321,2.60901
1.51538,2.60901
1.68054,2.61704
1.51502,2.61704
1.67795,2.62499
1.51472,2.62499
1.67542,2.63283
1.51446,2.63283
1.67296,2.64059
1.51425,2.64059
1.67057,2.64824
1.51409,2.64824
1.66824,2.65579
1.51397,2.65579
1.66598,2.66323
1.51389,2.66323
1.66378,2.67056
1.51386,2.67056
1.66164,2.67777
1.51385,2.67777
1.65957,2.68486
1.51389,2.68486
1.65756,2.69183
1.51395,2.69183
1.65561,2.69866
1.51404,2.69866
1.65372,2.70536
1.51416,2.70536
1.65189,2.71191
1.5143,2.71191
1.65013,2.71832
1.51447,2.71832
1.64842,2.72457
1.51465,2.72457
1.64677,2.73066
1.51485,2.73066
1.64518,2.73659
1.51506,2.73659
1.64365,2.74234
1.51528,2.74234
1.64218,2.7479
1.51551,2.7479
1.64077,2.75328
1.51574,2.75328
1.63942,2.75847
1.51598,2.75847
1.63812,2.76344
1.51621,2.76344
1.63689,2.76821
1.51644,2.76821
1.63571,2.77276
1.51666,2.77276
1.63459,2.77709
1.51688,2.77709
1.63352,2.78118
1.51708,2.78118
1.63252,2.78502
1.51726,2.78502
1.63157,2.78862
1.51743,2.78862
1.63068,2.79196
1.51758,2.79196
1.62985,2.79504
1.5177,2.79504
1.62907,2.79785
1.5178,2.79785
1.62835,2.80038
1.51786,2.80038
1.62768,2.80263
1.5179,2.80263
1.62707,2.80459
1.5179,2.80459
1.62652,2.80626
1.51786,2.80626
1.62602,2.80763
1.51779,2.80763
1.62557,2.8087
1.51768,2.8087
1.62517,2.80946
1.51752,2.80946
1.62482,2.80992
1.51732,2.80992
1.62453,2.81008
1.51707,2.81008
1.62428,2.80992
1.51677,2.80992
1.62407,2.80946
1.51642,2.80946
1.62392,2.8087
1.51603,2.8087
1.6238,2.80763
1.51558,2.80763
1.62373,2.80626
1.51508,2.80626
1.62369,2.80459
1.51452,2.80459
1.62369,2.80263
1.51391,2.80263
1.62373,2.80038
1.51324,2.80038
1.6238,2.79785
1.51252,2.79785
1.62389,2.79504
1.51175,2.79504
1.62401,2.79196
1.51091,2.79196
1.62416,2.78862
1.51002,2.78862
1.62433,2.78502
1.50907,2.78502
1.62451,2.78118
1.50807,2.78118
1.62472,2.77709
1.50701,2.77709
1.62493,2.77276
1.50588,2.77276
1.62515,2.76821
1.50471,2.76821
1.62538,2.76344
1.50347,2.76344
1.62562,2.75847
1.50217,2.75847
1.62585,2.75328
1.50082,2.75328
1.62609,2.7479
1.49941,2.7479
1.62631,2.74234
1.49794,2.74234
1.62654,2.73659
1.49641,2.73659
1.62675,2.73066
1.49482,2.73066
1.62694,2.72457
1.49317,2.72457
1.62713,2.71832
1.49147,2.71832
1.62729,2.71191
1.4897,2.71191
1.62743,2.70536
1.48787,2.70536
1.62755,2.69866
1.48599,2.69866
1.62764,2.69183
1.48404,2.69183
1.62771,2.68486
1.48202,2.68486
1.62774,2.67777
1.47995,2.67777
1.62774,2.67056
1.47782,2.67056
1.6277,2.66323
1.47562,2.66323
1.62762,2.65579
1.47335,2.65579
1.6275,2.64824
1.47102,2.64824
1.62734,2.64059
1.46863,2.64059
1.62713,2.63283
1.46617,2.63283
1.62688,2.62499
1.46364,2.62499
1.62657,2.61704
1.46105,2.61704
1.62621,2.60901
1.45839,2.60901
1.6258,2.6009
1.45565,2.6009
1.62533,2.59269
1.45285,2.59269
1.6248,2.58441
1.44998,2.58441
1.62421,2.57605
1.44703,2.57605
1.62355,2.56762
1.44401,2.56762
1.62283,2.55911
1.44091,2.55911
1.62205,2.55053
1.43774,2.55053
1.62119,2.54188
1.4345,2.54188
1.62026,2.53317
1.43117,2.53317
1.61926,2.52439
1.42777,2.52439
1.61819,2.51555
1.42428,2.51555
1.61703,2.50664
1.42072,2.50664
1.6158,2.49767
1.41707,2.49767
1.61448,2.48865
1.41334,2.48865
1.61309,2.47957
1.40952,2.47957
1.6116,2.47043
1.40562,2.47043
1.61003,2.46124
1.40163,2.46124
1.60838,2.45199
1.39755,2.45199
1.60663,2.44269
1.39337,2.44269
1.60478,2.43334
1.38911,2.43334
1.60285,2.42394
1.38476,2.42394
1.60081,2.41448
1.38031,2.41448
1.59868,2.40498
1.37576,2.40498
1.59645,2.39543
1.37111,2.39543
1.59412,2.38583
1.36637,2.38583
1.59168,2.37619
1.36152,2.37619
1.58914,2.36649
1.35658,2.36649
1.58649,2.35675
1.35152,2.35675
1.58373,2.34696
1.34636,2.34696
1.58086,2.33713
1.3411,2.33713
1.57788,2.32725
1.33572,2.32725
1.57479,2.31733
1.33024,2.31733
1.57157,2.30736
1.32464,2.30736
1.56824,2.29735
1.31892,2.29735
1.56479,2.2873
1.31309,2.2873
1.56122,2.2772
1.30714,2.2772
1.55752,2.26705
1.30107,2.26705
1.5537,2.25686
1.29487,2.25686
1.54975,2.24663
1.28855,2.24663
1.54567,2.23636
1.28211,2.23636
1.54145,2.22604
1.27553,2.22604
1.53711,2.21567
1.26882,2.21567
1.53263,2.20527
1.26198,2.20527
1.52801,2.19481
1.255,2.19481
1.52326,2.18432
1.24788,2.18432
1.51836,2.17378
1.24062,2.17378
1.51332,2.16319
1.23321,2.16319
1.50814,2.15256
1.22566,2.15256
1.50281,2.14189
1.21795,2.14189
1.49733,2.13117
1.21009,2.13117
1.4917,2.1204
1.20208,2.1204
1.48591,2.10959
1.1939,2.10959
1.47997,2.09873
1.18557,2.09873
1.47387,2.08783
1.17706,2.08783
1.46761,2.07687
1.16839,2.07687
1.46119,2.06587
1.15954,2.06587
1.4546,2.05483
1.15051,2.05483
1.44785,2.04373
1.1413,2.04373
1.44092,2.03258
1.1319,2.03258
1.43383,2.02139
1.12231,2.02139
1.42655,2.01014
1.11252,2.01014
1.4191,1.99885
1.10253,1.99885
1.41147,1.9875
1.09234,1.9875
1.40366,1.9761
1.08193,1.9761
1.39566,1.96465
1.0713,1.96465
1.38747,1.95314
1.06045,1.95314
1.37908,1.94158
1.04937,1.94158
1.3705,1.92997
1.03805,1.92997
1.36172,1.9183
1.02648,1.9183
1.35273,1.90657
1.01465,1.90657
1.34354,1.89478
1.00257,1.89478
1.33413,1.88294
0.990209,1.88294
1.32451,1.87104
0.977567,1.87104
1.31467,1.85907
0.964633,1.85907
1.3046,1.84705
0.951394,1.84705
1.29431,1.83496
0.937838,1.83496
1.28378,1.82281
0.923951,1.82281
1.27301,1.81059
0.90972,1.81059
1.26199,1.7983
0.895129,1.7983
1.25072,1.78595
0.88016,1.78595
1.2392,1.77353
0.864794,1.77353
1.22741,1.76104
0.84901,1.76104
1.21535,1.74848
0.832786,1.74848
1.20301,1.73584
0.816096,1.73584
1.19038,1.72313
0.798912,1.72313
1.17746,1.71035
0.781202,1.71035
1.16423,1.69748
0.762931,1.69748
1.15069,1.68454
0.744058,1.68454
1.13682,1.67152
0.724537,1.67152
1.12262,1.65841
0.704316,1.65841
1.10807,1.64521
0.683334,1.64521
1.09317,1.63193
0.661519,1.63193
1.07788,1.61856
0.638787,1.61856
1.06221,1.6051
0.61504,1.6051
1.04613,1.59155
0.590155,1.59155
1.02962,1.5779
0.563984,1.5779
1.01268,1.56415
0.53634,1.56415
0.995263,1.55029
0.506984,1.55029
0.97736,1.53634
0.475602,1.53634
0.958942,1.52228
0.441765,1.52228
0.939978,1.50811
0.40486,1.50811
0.920437,1.49382
0.363959,1.49382
0.900283,1.47942
0.317523,1.47942
0.879474,1.4649
0.262639,1.4649
0.857963,1.45025
0.192206,1.45025
0.835698,1.43548
0.0686681,1.43548
0.812619,1.42058
nan,1.42058
0.788655,1.40555
nan,1.40555
0.763723,1.39037
nan,1.39037
0.737728,1.37505
nan,1.37505
0.710554,1.35958
nan,1.35958
0.68206,1.34396
nan,1.34396
0.652077,1.32817
nan,1.32817
0.620388,1.31222
nan,1.31222
0.58672,1.2961
nan,1.2961
0.55071,1.27981
nan,1.27981
0.511867,1.26332
nan,1.26332
0.469488,1.24665
nan,1.24665
0.422512,1.22977
nan,1.22977
0.369191,1.21269
nan,1.21269
0.306229,1.19539
nan,1.19539
0.225698,1.17786
nan,1.17786
0.0882777,1.1601
nan,1.1601
nan,1.14208
nan,1.14208
nan,1.12381
nan,1.12381
nan,1.10526
nan,1.10526
nan,1.08643
nan,1.08643
nan,1.06729
nan,1.06729
nan,1.04783
nan,1.04783
nan,1.02804
nan,1.02804
nan,1.00789
nan,1.00789
nan,0.987354
nan,0.987354
nan,0.966419
nan,0.966419
nan,0.945053
nan,0.945053
nan,0.923226
nan,0.923226
nan,0.900906
nan,0.900906
nan,0.878054
nan,0.878054
nan,0.854627
nan,0.854627
nan,0.830577
nan,0.830577
nan,0.805848
nan,0.805848
nan,0.780375
nan,0.780375
nan,0.754082
nan,0.754082
nan,0.726882
nan,0.726882
nan,0.698667
nan,0.698667
nan,0.66931
nan,0.66931
nan,0.638652
nan,0.638652
nan,0.606497
nan,0.606497
nan,0.572591
nan,0.572591
nan,0.536603
nan,0.536603
nan,0.498083
nan,0.498083
nan,0.456388
nan,0.456388
nan,0.410554
nan,0.410554
nan,0.358996
nan,0.358996
nan,0.298767
nan,0.298767
nan,0.222947
nan,0.222947
nan,0.101038
nan,0.101038
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,0.129319
nan,0.129319
nan,0.237199
nan,0.237199
nan,0.309618
nan,0.309618
nan,0.368135
nan,0.368135
nan,0.418622
nan,0.418622
nan,0.463708
nan,0.463708
nan,0.504844
nan,0.504844
nan,0.542927
nan,0.542927
nan,0.578562
nan,0.578562
nan,0.612175
nan,0.612175
nan,0.644084
nan,0.644084
nan,0.674531
nan,0.674531
nan,0.703705
nan,0.703705
nan,0.731759
nan,0.731759
nan,0.758818
nan,0.758818
nan,0.784983
nan,0.784983
nan,0.810343
nan,0.810343
nan,0.83497
nan,0.83497
nan,0.858927
nan,0.858927
nan,0.88227
nan,0.88227
nan,0.905045
nan,0.905045
nan,0.927295
nan,0.927295
nan,0.949057
nan,0.949057
nan,0.970363
nan,0.970363
nan,0.991243
nan,0.991243
nan,1.01172
nan,1.01172
nan,1.03183
nan,1.03183
nan,1.05158
nan,1.05158
nan,1.071
nan,1.071
nan,1.0901
nan,1.0901
nan,1.1089
nan,1.1089
nan,1.12741
nan,1.12741
nan,1.14565
nan,1.14565
nan,1.16364
3.07525,1.16364
nan,1.18138
2.92388,1.18138
nan,1.19888
2.84144,1.19888
nan,1.21616
2.77763,1.21616
nan,1.23322
2.72381,1.23322
nan,1.25008
2.67651,1.25008
nan,1.26673
2.63389,1.26673
nan,1.2832
2.59488,1.2832
nan,1.29948
2.55873,1.29948
nan,1.31558
2.52496,1.31558
nan,1.33152
2.49319,1.33152
nan,1.34729
2.46314,1.34729
nan,1.3629
2.43459,1.3629
nan,1.37836
2.40736,1.37836
nan,1.39367
2.38133,1.39367
nan,1.40884
2.35636,1.40884
nan,1.42387
2.33237,1.42387
3.0027,1.43876
2.30926,1.43876
2.91444,1.45353
2.28698,1.45353
2.85226,1.46817
2.26545,1.46817
2.80155,1.48268
2.24462,1.48268
2.75773,1.49708
2.22445,1.49708
2.71867,1.51136
2.2049,1.51136
2.68314,1.52553
2.18593,1.52553
2.65038,1.53959
2.1675,1.53959
2.61988,1.55355
2.14959,1.55355
2.59125,1.5674
2.13217,1.5674
2.56422,1.58115
2.11521,1.58115
2.53859,1.5948
2.0987,1.5948
2.51417,1.60836
2.08262,1.60836
2.49083,1.62182
2.06694,1.62182
2.46847,1.63519
2.05165,1.63519
2.44698,1.64847
2.03674,1.64847
2.4263,1.66167
2.02219,1.66167
2.40635,1.67478
2.00799,1.67478
2.38708,1.68781
1.99412,1.68781
2.36843,1.70076
1.98057,1.70076
2.35037,1.71363
1.96734,1.71363
2.33286,1.72642
1.95442,1.72642
2.31586,1.73914
1.94179,1.73914
2.29934,1.75178
1.92945,1.75178
2.28328,1.76435
1.91739,1.76435
2.26765,1.77685
1.90559,1.77685
2.25243,1.78928
1.89407,1.78928
2.2376,1.80164
1.8828,1.80164
2.22314,1.81393
1.87178,1.81393
2.20903,1.82616
1.86101,1.82616
2.19526,1.83833
1.85048,1.83833
2.18182,1.85043
1.84018,1.85043
2.16869,1.86246
1.83011,1.86246
2.15586,1.87444
1.82027,1.87444
2.14332,1.88636
1.81064,1.88636
2.13105,1.89822
1.80123,1.89822
2.11906,1.91001
1.79204,1.91001
2.10733,1.92176
1.78305,1.92176
2.09584,1.93344
1.77426,1.93344
2.08461,1.94507
1.76568,1.94507
2.07361,1.95665
1.75729,1.95665
2.06283,1.96817
1.7491,1.96817
2.05229,1.97964
1.74109,1.97964
2.04195,1.99106
1.73327,1.99106
2.03183,2.00242
1.72564,2.00242
2.02192,2.01374
1.71818,2.01374
2.0122,2.025
1.71091,2.025
2.00268,2.03622
1.70381,2.03622
1.99335,2.04738
1.69688,2.04738
1.9842,2.0585
1.69012,2.0585
1.97524,2.06957
1.68353,2.06957
1.96645,2.08059
1.6771,2.08059
1.95784,2.09157
1.67084,2.09157
1.9494,2.1025
1.66473,2.1025
1.94112,2.11338
1.65879,2.11338
1.93301,2.12422
1.653,2.12422
1.92505,2.13501
1.64736,2.13501
1.91725,2.14575
1.64187,2.14575
1.9096,2.15646
1.63653,2.15646
1.90211,2.16711
1.63134,2.16711
1.89476,2.17773
1.6263,2.17773
1.88755,2.1883
1.6214,2.1883
1.88048,2.19882
1.61663,2.19882
1.87356,2.20931
1.61201,2.20931
1.86677,2.21975
1.60752,2.21975
1.86011,2.23014
1.60317,2.23014
1.85359,2.2405
1.59895,2.2405
1.84719,2.25081
1.59487,2.25081
1.84092,2.26107
1.59091,2.26107
1.83478,2.2713
1.58708,2.2713
1.82876,2.28148
1.58338,2.28148
1.82286,2.29162
1.57979,2.29162
1.81708,2.30171
1.57633,2.30171
1.81141,2.31176
1.573,2.31176
1.80586,2.32177
1.56977,2.32177
1.80042,2.33173
1.56667,2.33173
1.7951,2.34165
1.56368,2.34165
1.78988,2.35153
1.5608,2.35153
1.78477,2.36136
1.55804,2.36136
1.77976,2.37115
1.55538,2.37115
1.77486,2.38089
1.55283,2.38089
1.77006,2.39058
1.55038,2.39058
1.76536,2.40023
1.54804,2.40023
1.76077,2.40983
1.5458,2.40983
1.75626,2.41939
1.54367,2.41939
1.75186,2.42889
1.54163,2.42889
1.74755,2.43835
1.53968,2.43835
1.74333,2.44776
1.53783,2.44776
1.7392,2.45712
1.53608,2.45712
1.73517,2.46642
1.53441,2.46642
1.73122,2.47567
1.53283,2.47567
1.72736,2.48487
1.53134,2.48487
1.72358,2.49402
1.52994,2.49402
1.71989,2.50311
1.52862,2.50311
1.71629,2.51214
1.52738,2.51214
1.71276,2.52111
1.52622,2.52111
1.70932,2.53003
1.52514,2.53003
1.70596,2.53888
1.52413,2.53888
1.70267,2.54767
1.5232,2.54767
1.69947,2.55639
1.52233,2.55639
1.69633,2.56505
1.52154,2.56505
1.69328,2.57363
1.52082,2.57363
1.6903,2.58215
1.52016,2.58215
1.68739,2.59059
1.51957,2.59059
1.68455,2.59896
1.51903,2.59896
1.68178,2.60724
1.51856,2.60724
1.67909,2.61545
1.51815,2.61545
1.67646,2.62357
1.51779,2.62357
1.6739,2.6316
1.51748,2.6316
1.67141,2.63955
1.51722,2.63955
1.66898,2.6474
1.51701,2.6474
1.66662,2.65515
1.51685,2.65515
1.66433,2.6628
1.51673,2.6628
1.66209,2.67034
1.51666,2.67034
1.65993,2.67777
1.51662,2.67777
1.65782,2.68509
1.51662,2.68509
1.65578,2.69229
1.51666,2.69229
1.65379,2.69936
1.51673,2.69936
1.65187,2.70631
1.51682,2.70631
1.65001,2.71312
1.51695,2.71312
1.64821,2.71978
1.5171,2.71978
1.64647,2.7263
1.51727,2.7263
1.64479,2.73267
1.51746,2.73267
1.64317,2.73888
1.51766,2.73888
1.6416,2.74492
1.51788,2.74492
1.6401,2.75078
1.51812,2.75078
1.63865,2.75646
1.51835,2.75646
1.63726,2.76196
1.5186,2.76196
1.63593,2.76725
1.51885,2.76725
1.63465,2.77235
1.51909,2.77235
1.63343,2.77723
1.51934,2.77723
1.63228,2.78189
1.51957,2.78189
1.63117,2.78632
1.5198,2.78632
1.63013,2.79051
1.52002,2.79051
1.62914,2.79445
1.52022,2.79445
1.62821,2.79815
1.5204,2.79815
1.62734,2.80158
1.52056,2.80158
1.62652,2.80474
1.5207,2.80474
1.62576,2.80763
1.52082,2.80763
1.62505,2.81023
1.5209,2.81023
1.6244,2.81254
1.52095,2.81254
1.62381,2.81456
1.52097,2.81456
1.62327,2.81628
1.52095,2.81628
1.62278,2.81769
1.52089,2.81769
1.62235,2.81879
1.52079,2.81879
1.62197,2.81958
1.52065,2.81958
1.62164,2.82005
1.52047,2.82005
1.62136,2.82021
1.52023,2.82021
1.62113,2.82005
1.51995,2.82005
1.62094,2.81958
1.51962,2.81958
1.6208,2.81879
1.51924,2.81879
1.6207,2.81769
1.51881,2.81769
1.62064,2.81628
1.51832,2.81628
1.62062,2.81456
1.51778,2.81456
1.62064,2.81254
1.51719,2.81254
1.62069,2.81023
1.51654,2.81023
1.62078,2.80763
1.51584,2.80763
1.62089,2.80474
1.51507,2.80474
1.62103,2.80158
1.51426,2.80158
1.62119,2.79815
1.51338,2.79815
1.62137,2.79445
1.51245,2.79445
1.62157,2.79051
1.51146,2.79051
1.62179,2.78632
1.51042,2.78632
1.62202,2.78189
1.50932,2.78189
1.62226,2.77723
1.50816,2.77723
1.6225,2.77235
1.50694,2.77235
1.62275,2.76725
1.50567,2.76725
1.62299,2.76196
1.50433,2.76196
1.62324,2.75646
1.50294,2.75646
1.62348,2.75078
1.5015,2.75078
1.62371,2.74492
1.49999,2.74492
1.62393,2.73888
1.49843,2.73888
1.62413,2.73267
1.4968,2.73267
1.62432,2.7263
1.49512,2.7263
1.6245,2.71978
1.49338,2.71978
1.62464,2.71312
1.49158,2.71312
1.62477,2.70631
1.48972,2.70631
1.62487,2.69936
1.4878,2.69936
1.62493,2.69229
1.48582,2.69229
1.62497,2.68509
1.48377,2.68509
1.62497,2.67777
1.48167,2.67777
1.62493,2.67034
1.4795,2.67034
1.62486,2.6628
1.47727,2.6628
1.62474,2.65515
1.47497,2.65515
1.62458,2.6474
1.47261,2.6474
1.62437,2.63955
1.47019,2.63955
1.62411,2.6316
1.46769,2.6316
1.62381,2.62357
1.46513,2.62357
1.62345,2.61545
1.46251,2.61545
1.62303,2.60724
1.45981,2.60724
1.62256,2.59896
1.45704,2.59896
1.62203,2.59059
1.45421,2.59059
1.62143,2.58215
1.4513,2.58215
1.62077,2.57363
1.44831,2.57363
1.62005,2.56505
1.44526,2.56505
1.61926,2.55639
1.44213,2.55639
1.6184,2.54767
1.43892,2.54767
1.61746,2.53888
1.43563,2.53888
1.61646,2.53003
1.43227,2.53003
1.61538,2.52111
1.42883,2.52111
1.61422,2.51214
1.4253,2.51214
1.61298,2.50311
1.4217,2.50311
1.61165,2.49402
1.41801,2.49402
1.61025,2.48487
1.41423,2.48487
1.60876,2.47567
1.41037,2.47567
1.60718,2.46642
1.40643,2.46642
1.60552,2.45712
1.40239,2.45712
1.60376,2.44776
1.39826,2.44776
1.60191,2.43835
1.39405,2.43835
1.59997,2.42889
1.38973,2.42889
1.59793,2.41939
1.38533,2.41939
1.59579,2.40983
1.38083,2.40983
1.59355,2.40023
1.37623,2.40023
1.59121,2.39058
1.37153,2.39058
1.58876,2.38089
1.36673,2.38089
1.58621,2.37115
1.36183,2.37115
1.58356,2.36136
1.35682,2.36136
1.58079,2.35153
1.35171,2.35153
1.57791,2.34165
1.3465,2.34165
1.57492,2.33173
1.34117,2.33173
1.57182,2.32177
1.33573,2.32177
1.5686,2.31176
1.33018,2.31176
1.56526,2.30171
1.32452,2.30171
1.5618,2.29162
1.31873,2.29162
1.55822,2.28148
1.31283,2.28148
1.55451,2.2713
1.30681,2.2713
1.55068,2.26107
1.30067,2.26107
1.54672,2.25081
1.2944,2.25081
1.54264,2.2405
1.288,2.2405
1.53842,2.23014
1.28148,2.23014
1.53407,2.21975
1.27482,2.21975
1.52958,2.20931
1.26803,2.20931
1.52496,2.19882
1.26111,2.19882
1.5202,2.1883
1.25404,2.1883
1.51529,2.17773
1.24684,2.17773
1.51025,2.16711
1.23949,2.16711
1.50506,2.15646
1.23199,2.15646
1.49972,2.14575
1.22434,2.14575
1.49423,2.13501
1.21654,2.13501
1.4886,2.12422
1.20859,2.12422
1.48281,2.11338
1.20047,2.11338
1.47686,2.1025
1.19219,2.1025
1.47076,2.09157
1.18375,2.09157
1.46449,2.08059
1.17514,2.08059
1.45806,2.06957
1.16635,2.06957
1.45147,2.0585
1.15739,2.0585
1.44471,2.04738
1.14824,2.04738
1.43779,2.03622
1.13891,2.03622
1.43068,2.025
1.12939,2.025
1.42341,2.01374
1.11968,2.01374
1.41595,2.00242
1.10976,2.00242
1.40832,1.99106
1.09964,1.99106
1.4005,1.97964
1.08931,1.97964
1.3925,1.96817
1.07876,1.96817
1.3843,1.95665
1.06799,1.95665
1.37591,1.94507
1.05699,1.94507
1.36733,1.93344
1.04575,1.93344
1.35854,1.92176
1.03427,1.92176
1.34955,1.91001
1.02253,1.91001
1.34036,1.89822
1.01054,1.89822
1.33095,1.88636
0.998276,1.88636
1.32133,1.87444
0.985735,1.87444
1.31148,1.86246
0.972905,1.86246
1.30142,1.85043
0.959774,1.85043
1.29112,1.83833
0.946331,1.83833
1.28059,1.82616
0.932563,1.82616
1.26981,1.81393
0.918456,1.81393
1.25879,1.80164
0.903995,1.80164
1.24753,1.78928
0.889163,1.78928
1.236,1.77685
0.873941,1.77685
1.22421,1.76435
0.85831,1.76435
1.21214,1.75178
0.842249,1.75178
1.1998,1.73914
0.825732,1.73914
1.18717,1.72642
0.808732,1.72642
1.17425,1.71363
0.79122,1.71363
1.16102,1.70076
0.773161,1.70076
1.14748,1.68781
0.754518,1.68781
1.13361,1.67478
0.735246,1.67478
1.1194,1.66167
0.715297,1.66167
1.10485,1.64847
0.694613,1.64847
1.08994,1.63519
0.673128,1.63519
1.07465,1.62182
0.650763,1.62182
1.05897,1.60836
0.627427,1.60836
1.04289,1.5948
0.603007,1.5948
1.02638,1.58115
0.577369,1.58115
1.00943,1.5674
0.550343,1.5674
0.992005,1.55355
0.521717,1.55355
0.974094,1.53959
0.491211,1.53959
0.955666,1.52553
0.458455,1.52553
0.936692,1.51136
0.422927,1.51136
0.917139,1.49708
0.383862,1.49708
0.89697,1.48268
0.340046,1.48268
0.876144,1.46817
0.289333,1.46817
0.854615,1.45353
0.227155,1.45353
0.832329,1.43876
0.138891,1.43876
0.809224,1.42387
nan,1.42387
0.785231,1.40884
nan,1.40884
0.760265,1.39367
nan,1.39367
0.73423,1.37836
nan,1.37836
0.707007,1.3629
nan,1.3629
0.678457,1.34729
nan,1.34729
0.648404,1.33152
nan,1.33152
0.616631,1.31558
nan,1.31558
0.582858,1.29948
nan,1.29948
0.546715,1.2832
nan,1.2832
0.507699,1.26673
nan,1.26673
0.465087,1.25008
nan,1.25008
0.417784,1.23322
nan,1.23322
0.363965,1.21616
nan,1.21616
0.300148,1.19888
nan,1.19888
0.217713,1.18138
nan,1.18138
0.0663459,1.16364
nan,1.16364
nan,1.14565
nan,1.14565
nan,1.12741
nan,1.12741
nan,1.1089
nan,1.1089
nan,1.0901
nan,1.0901
nan,1.071
nan,1.071
nan,1.05158
nan,1.05158
nan,1.03183
nan,1.03183
nan,1.01172
nan,1.01172
nan,0.991243
nan,0.991243
nan,0.970363
nan,0.970363
nan,0.949057
nan,0.949057
nan,0.927295
nan,0.927295
nan,0.905045
nan,0.905045
nan,0.88227
nan,0.88227
nan,0.858927
nan,0.858927
nan,0.83497
nan,0.83497
nan,0.810343
nan,0.810343
nan,0.784983
nan,0.784983
nan,0.758818
nan,0.758818
nan,0.731759
nan,0.731759
nan,0.703705
nan,0.703705
nan,0.674531
nan,0.674531
nan,0.644084
nan,0.644084
nan,0.612175
nan,0.612175
nan,0.578562
nan,0.578562
nan,0.542927
nan,0.542927
nan,0.504844
nan,0.504844
nan,0.463708
nan,0.463708
nan,0.418622
nan,0.418622
nan,0.368135
nan,0.368135
nan,0.309618
