X,Y,U,V
11.5,10.5,-3.42378,1.54349
12,10.5,-3.41133,1.57106
12.5,10.5,-3.39819,1.59954
13,10.5,-3.3843,1.62895
13.5,10.5,-3.36963,1.65935
14,10.5,-3.3541,1.69077
14.5,10.5,-3.33766,1.72325
15,10.5,-3.32024,1.75684
15.5,10.5,-3.30177,1.79159
16,10.5,-3.28216,1.82754
16.5,10.5,-3.26132,1.86474
17,10.5,-3.23917,1.90323
17.5,10.5,-3.2156,1.94308
18,10.5,-3.19049,1.98432
18.5,10.5,-3.16373,2.027
19,10.5,-3.13518,2.07118
19.5,10.5,-3.1047,2.1169
20,10.5,-3.07212,2.1642
20.5,10.5,-3.03728,2.21313
21,10.5,-3,2.26372
21.5,10.5,-2.96007,2.31599
22,10.5,-2.91728,2.36998
22.5,10.5,-2.87139,2.42569
23,10.5,-2.82216,2.48311
23.5,10.5,-2.76932,2.54223
24,10.5,-2.71258,2.603
24.5,10.5,-2.65165,2.66537
25,10.5,-2.58621,2.72923
25.5,10.5,-2.51592,2.79448
26,10.5,-2.44047,2.86093
26.5,10.5,-2.35949,2.92839
27,10.5,-2.27266,2.99659
27.5,10.5,-2.17964,3.06522
28,10.5,-2.08013,3.13391
28.5,10.5,-1.97383,3.20221
29,10.5,-1.86052,3.26963
29.5,10.5,-1.74003,3.33559
30,10.5,-1.61225,3.38573
30.5,10.5,-1.4772,3.44679
31,10.5,-1.33498,3.50433
31.5,10.5,-1.18585,3.55756
32,10.5,-1.0302,3.60571
32.5,10.5,-0.868577,3.64802
33,10.5,-0.70167,3.68377
33.5,10.5,-0.53033,3.71231
34,10.5,-0.355534,3.73311
34.5,10.5,-0.178369,3.74576
35,10.5,0,3.75
35.5,10.5,0.178369,3.74576
36,10.5,0.355534,3.73311
36.5,10.5,0.53033,3.71231
37,10.5,0.70167,3.68377
37.5,10.5,0.868577,3.64802
38,10.5,1.0302,3.60571
38.5,10.5,1.18585,3.55756
39,10.5,1.33498,3.50433
39.5,10.5,1.4772,3.44679
-10,11,-3.64275,0.890449
-9.5,11,-3.64043,0.899881
-9,11,-3.63803,0.909509
-8.5,11,-3.63556,0.919338
-8,11,-3.63301,0.929375
-7.5,11,-3.63037,0.939626
-7,11,-3.62765,0.950098
-6.5,11,-3.62483,0.960797
-6,11,-3.62191,0.971732
-5.5,11,-3.61889,0.982909
-5,11,-3.61577,0.994337
-4.5,11,-3.61254,1.00602
-4,11,-3.60919,1.01798
-3.5,11,-3.60571,1.0302
-3,11,-3.60212,1.04272
-2.5,11,-3.59838,1.05553
-2,11,-3.59451,1.06864
-1.5,11,-3.59049,1.08207
-1,11,-3.58632,1.09582
-0.5,11,-3.58198,1.10991
0,11,-3.57748,1.12435
0.5,11,-3.57279,1.13915
1,11,-3.56792,1.15433
1.5,11,-3.56284,1.16989
2,11,-3.55756,1.18585
2.5,11,-3.55206,1.20224
3,11,-3.54632,1.21905
3.5,11,-3.54034,1.23631
4,11,-3.5341,1.25404
4.5,11,-3.52759,1.27225
5,11,-3.52079,1.29095
5.5,11,-3.51368,1.31018
6,11,-3.50624,1.32995
6.5,11,-3.49846,1.35028
7,11,-3.49032,1.3712
7.5,11,-3.48179,1.39272
8,11,-3.47285,1.41486
8.5,11,-3.46347,1.43767
9,11,-3.45363,1.46115
9.5,11,-3.44329,1.48534
10,11,-3.43243,1.51027
10.5,11,-3.42101,1.53596
11,11,-3.40899,1.56246
11.5,11,-3.39634,1.58978
12,11,-3.383,1.61796
12.5,11,-3.36894,1.64704
13,11,-3.3541,1.67705
13.5,11,-3.33843,1.70803
14,11,-3.32187,1.74003
14.5,11,-3.30435,1.77307
15,11,-3.28581,1.8072
15.5,11,-3.26617,1.84245
16,11,-3.24535,1.87889
16.5,11,-3.22326,1.91653
17,11,-3.19981,1.95544
17.5,11,-3.17489,1.99564
18,11,-3.14839,2.03719
18.5,11,-3.12019,2.08013
19,11,-3.09016,2.12448
19.5,11,-3.05815,2.1703
20,11,-3.02402,2.21761
20.5,11,-2.98759,2.26645
21,11,-2.94869,2.31683
21.5,11,-2.90713,2.36877
22,11,-2.8627,2.42228
22.5,11,-2.81518,2.47735
23,11,-2.76433,2.53397
23.5,11,-2.70991,2.59208
24,11,-2.65165,2.65165
24.5,11,-2.58928,2.71258
25,11,-2.52252,2.77478
25.5,11,-2.45107,2.83809
26,11,-2.37464,2.90234
26.5,11,-2.29293,2.96732
27,11,-2.20564,3.03276
27.5,11,-2.11251,3.09835
28,11,-2.01328,3.16373
28.5,11,-1.90773,3.22847
29,11,-1.7957,3.29211
29.5,11,-1.67705,3.3541
30,11,-1.55176,3.41387
30.5,11,-1.41987,3.4708
31,11,-1.28154,3.52423
31.5,11,-1.13701,3.57347
32,11,-0.98669,3.61786
32.5,11,-0.831079,3.65675
33,11,-0.67082,3.68951
33.5,11,-0.506675,3.71561
34,11,-0.339509,3.7346
34.5,11,-0.170279,3.74613
35,11,0,3.75
35.5,11,0.170279,3.74613
36,11,0.339509,3.7346
36.5,11,0.506675,3.71561
37,11,0.67082,3.68951
37.5,11,0.831079,3.65675
38,11,0.98669,3.61786
38.5,11,1.13701,3.57347
39,11,1.28154,3.52423
39.5,11,1.41987,3.4708
-10,11.5,-3.63324,0.928494
-9.5,11.5,-3.63072,0.938276
-9,11.5,-3.62813,0.94826
-8.5,11.5,-3.62545,0.958452
-8,11.5,-3.62268,0.968857
-7.5,11.5,-3.61982,0.979481
-7,11.5,-3.61687,0.990333
-6.5,11.5,-3.61382,1.00142
-6,11.5,-3.61066,1.01275
-5.5,11.5,-3.60739,1.02432
-5,11.5,-3.60401,1.03615
-4.5,11.5,-3.60051,1.04825
-4,11.5,-3.59689,1.06062
-3.5,11.5,-3.59313,1.07327
-3,11.5,-3.58924,1.08622
-2.5,11.5,-3.5852,1.09946
-2,11.5,-3.58102,1.11302
-1.5,11.5,-3.57667,1.1269
-1,11.5,-3.57217,1.14111
-0.5,11.5,-3.56748,1.15566
0,11.5,-3.56262,1.17057
0.5,11.5,-3.55756,1.18585
1,11.5,-3.5523,1.20151
1.5,11.5,-3.54683,1.21757
2,11.5,-3.54114,1.23403
2.5,11.5,-3.53521,1.25092
3,11.5,-3.52903,1.26825
3.5,11.5,-3.52259,1.28602
4,11.5,-3.51587,1.30428
4.5,11.5,-3.50886,1.32301
5,11.5,-3.50155,1.34226
5.5,11.5,-3.49391,1.36203
6,11.5,-3.48592,1.38235
6.5,11.5,-3.47756,1.40323
7,11.5,-3.46882,1.4247
7.5,11.5,-3.45967,1.44677
8,11.5,-3.45009,1.46948
8.5,11.5,-3.44004,1.49285
9,11.5,-3.42951,1.5169
9.5,11.5,-3.41845,1.54165
10,11.5,-3.40684,1.56715
10.5,11.5,-3.39464,1.5934
11,11.5,-3.38181,1.62045
11.5,11.5,-3.36831,1.64832
12,11.5,-3.3541,1.67705
12.5,11.5,-3.33913,1.70667
13,11.5,-3.32335,1.7372
13.5,11.5,-3.30669,1.7687
14,11.5,-3.28911,1.80118
14.5,11.5,-3.27054,1.83469
15,11.5,-3.2509,1.86927
15.5,11.5,-3.23012,1.90494
16,11.5,-3.20813,1.94176
16.5,11.5,-3.18482,1.97975
17,11.5,-3.16011,2.01896
17.5,11.5,-3.1339,2.05942
18,11.5,-3.10606,2.10116
18.5,11.5,-3.07649,2.14422
19,11.5,-3.04506,2.18864
19.5,11.5,-3.01162,2.23443
20,11.5,-2.97602,2.28162
20.5,11.5,-2.93812,2.33023
21,11.5,-2.89772,2.38027
21.5,11.5,-2.85466,2.43175
22,11.5,-2.80874,2.48465
22.5,11.5,-2.75974,2.53896
23,11.5,-2.70746,2.59465
23.5,11.5,-2.65165,2.65165
24,11.5,-2.59208,2.70991
24.5,11.5,-2.52851,2.76932
25,11.5,-2.46067,2.82977
25.5,11.5,-2.38831,2.89111
26,11.5,-2.31116,2.95314
26.5,11.5,-2.22897,3.01566
27,11.5,-2.14149,3.07839
27.5,11.5,-2.0485,3.14104
28,11.5,-1.9498,3.20324
28.5,11.5,-1.84521,3.26461
29,11.5,-1.73462,3.32469
29.5,11.5,-1.61796,3.383
30,11.5,-1.49522,3.43901
30.5,11.5,-1.3665,3.49216
31,11.5,-1.23195,3.54186
31.5,11.5,-1.09186,3.58753
32,11.5,-0.946582,3.62856
32.5,11.5,-0.796611,3.66441
33,11.5,-0.642529,3.69454
33.5,11.5,-0.485022,3.7185
34,11.5,-0.324861,3.7359
34.5,11.5,-0.16289,3.74646
35,11.5,0,3.75
35.5,11.5,0.16289,3.74646
36,11.5,0.324861,3.7359
36.5,11.5,0.485022,3.7185
37,11.5,0.642529,3.69454
37.5,11.5,0.796611,3.66441
38,11.5,0.946582,3.62856
38.5,11.5,1.09186,3.58753
39,11.5,1.23195,3.54186
39.5,11.5,1.3665,3.49216
-10,12,-3.62338,0.966235
-9.5,12,-3.62067,0.976359
-9,12,-3.61786,0.98669
-8.5,12,-3.61497,0.997234
-8,12,-3.61199,1.008
-7.5,12,-3.6089,1.01898
-7,12,-3.60571,1.0302
-6.5,12,-3.60242,1.04166
-6,12,-3.59902,1.05337
-5.5,12,-3.59549,1.06533
-5,12,-3.59185,1.07755
-4.5,12,-3.58808,1.09005
-4,12,-3.58417,1.10282
-3.5,12,-3.58013,1.11588
-3,12,-3.57593,1.12924
-2.5,12,-3.57159,1.14291
-2,12,-3.56709,1.15689
-1.5,12,-3.56241,1.1712
-1,12,-3.55756,1.18585
-0.5,12,-3.55253,1.20085
0,12,-3.5473,1.21622
0.5,12,-3.54186,1.23195
1,12,-3.53621,1.24808
1.5,12,-3.53034,1.2646
2,12,-3.52423,1.28154
2.5,12,-3.51786,1.2989
3,12,-3.51123,1.31671
3.5,12,-3.50433,1.33498
4,12,-3.49713,1.35373
4.5,12,-3.48962,1.37297
5,12,-3.48179,1.39272
5.5,12,-3.47361,1.41299
6,12,-3.46506,1.43382
6.5,12,-3.45613,1.45521
7,12,-3.44679,1.4772
7.5,12,-3.43702,1.49979
8,12,-3.42679,1.52302
8.5,12,-3.41608,1.5469
9,12,-3.40485,1.57147
9.5,12,-3.39307,1.59674
10,12,-3.38071,1.62274
10.5,12,-3.36774,1.6495
11,12,-3.3541,1.67705
11.5,12,-3.33977,1.70541
12,12,-3.32469,1.73462
12.5,12,-3.30882,1.76471
13,12,-3.29211,1.7957
13.5,12,-3.27449,1.82762
14,12,-3.25591,1.86052
14.5,12,-3.2363,1.89442
15,12,-3.2156,1.92936
15.5,12,-3.19372,1.96537
16,12,-3.17058,2.00247
16.5,12,-3.1461,2.04072
17,12,-3.12019,2.08013
17.5,12,-3.09273,2.12073
18,12,-3.06363,2.16256
18.5,12,-3.03276,2.20564
19,12,-3,2.25
19.5,12,-2.96521,2.29565
20,12,-2.92826,2.34261
20.5,12,-2.88898,2.39088
21,12,-2.84721,2.44047
21.5,12,-2.80278,2.49136
22,12,-2.75551,2.54355
22.5,12,-2.7052,2.59699
23,12,-2.65165,2.65165
23.5,12,-2.59465,2.70746
24,12,-2.53397,2.76433
24.5,12,-2.46939,2.82216
25,12,-2.40069,2.88083
25.5,12,-2.32764,2.94017
26,12,-2.25,3
26.5,12,-2.16757,3.06009
27,12,-2.08013,3.12019
27.5,12,-1.9875,3.17999
28,12,-1.88952,3.23917
28.5,12,-1.78606,3.29734
29,12,-1.67705,3.3541
29.5,12,-1.56246,3.40899
30,12,-1.44231,3.46154
30.5,12,-1.31671,3.51123
31,12,-1.18585,3.55756
31.5,12,-1.05,3.6
32,12,-0.909509,3.63803
32.5,12,-0.764828,3.67118
33,12,-0.616496,3.69898
33.5,12,-0.46513,3.72104
34,12,-0.311421,3.73705
34.5,12,-0.156115,3.74675
35,12,0,3.75
35.5,12,0.156115,3.74675
36,12,0.311421,3.73705
36.5,12,0.46513,3.72104
37,12,0.616496,3.69898
37.5,12,0.764828,3.67118
38,12,0.909509,3.63803
38.5,12,1.05,3.6
39,12,1.18585,3.55756
39.5,12,1.31671,3.51123
-10,12.5,-3.61319,1.00366
-9.5,12.5,-3.61027,1.01412
-9,12.5,-3.60726,1.02479
-8.5,12.5,-3.60415,1.03567
-8,12.5,-3.60094,1.04678
-7.5,12.5,-3.59762,1.05812
-7,12.5,-3.5942,1.0697
-6.5,12.5,-3.59066,1.08152
-6,12.5,-3.587,1.0936
-5.5,12.5,-3.58321,1.10593
-5,12.5,-3.5793,1.11853
-4.5,12.5,-3.57525,1.13141
-4,12.5,-3.57106,1.14457
-3.5,12.5,-3.56672,1.15803
-3,12.5,-3.56222,1.17178
-2.5,12.5,-3.55756,1.18585
-2,12.5,-3.55273,1.20025
-1.5,12.5,-3.54772,1.21497
-1,12.5,-3.54253,1.23004
-0.5,12.5,-3.53713,1.24547
0,12.5,-3.53153,1.26126
0.5,12.5,-3.52571,1.27743
1,12.5,-3.51967,1.294
1.5,12.5,-3.51338,1.31096
2,12.5,-3.50685,1.32835
2.5,12.5,-3.50005,1.34617
3,12.5,-3.49297,1.36444
3.5,12.5,-3.48559,1.38317
4,12.5,-3.47791,1.40238
4.5,12.5,-3.46989,1.42209
5,12.5,-3.46154,1.44231
5.5,12.5,-3.45282,1.46306
6,12.5,-3.44372,1.48436
6.5,12.5,-3.43421,1.50623
7,12.5,-3.42427,1.52869
7.5,12.5,-3.41387,1.55176
8,12.5,-3.403,1.57546
8.5,12.5,-3.39162,1.59982
9,12.5,-3.3797,1.62485
9.5,12.5,-3.3672,1.65059
10,12.5,-3.3541,1.67705
10.5,12.5,-3.34036,1.70426
11,12.5,-3.32593,1.73225
11.5,12.5,-3.31077,1.76105
12,12.5,-3.29484,1.79067
12.5,12.5,-3.27809,1.82116
13,12.5,-3.26046,1.85254
13.5,12.5,-3.2419,1.88483
14,12.5,-3.22235,1.91806
14.5,12.5,-3.20174,1.95228
15,12.5,-3.17999,1.9875
15.5,12.5,-3.15705,2.02375
16,12.5,-3.13281,2.06106
16.5,12.5,-3.10721,2.09947
17,12.5,-3.08014,2.13898
17.5,12.5,-3.0515,2.17964
18,12.5,-3.02119,2.22146
18.5,12.5,-2.9891,2.26447
19,12.5,-2.95509,2.30867
19.5,12.5,-2.91905,2.35407
20,12.5,-2.88083,2.40069
20.5,12.5,-2.84029,2.44852
21,12.5,-2.79727,2.49756
21.5,12.5,-2.7516,2.54778
22,12.5,-2.70312,2.59916
22.5,12.5,-2.65165,2.65165
23,12.5,-2.59699,2.7052
23.5,12.5,-2.53896,2.75974
24,12.5,-2.47735,2.81518
24.5,12.5,-2.41197,2.87139
25,12.5,-2.34261,2.92826
25.5,12.5,-2.26906,2.98561
26,12.5,-2.19114,3.04325
26.5,12.5,-2.10866,3.10097
27,12.5,-2.02145,3.15852
27.5,12.5,-1.92936,3.2156
28,12.5,-1.83226,3.2719
28.5,12.5,-1.73007,3.32706
29,12.5,-1.62274,3.38071
29.5,12.5,-1.51027,3.43243
30,12.5,-1.39272,3.48179
30.5,12.5,-1.2702,3.52833
31,12.5,-1.14291,3.57159
31.5,12.5,-1.01111,3.61112
32,12.5,-0.875149,3.64645
32.5,12.5,-0.735436,3.67718
33,12.5,-0.592464,3.7029
33.5,12.5,-0.446795,3.72329
34,12.5,-0.299045,3.73806
34.5,12.5,-0.14988,3.747
35,12.5,0,3.75
35.5,12.5,0.14988,3.747
36,12.5,0.299045,3.73806
36.5,12.5,0.446795,3.72329
37,12.5,0.592464,3.7029
37.5,12.5,0.735436,3.67718
38,12.5,0.875149,3.64645
38.5,12.5,1.01111,3.61112
39,12.5,1.14291,3.57159
39.5,12.5,1.2702,3.52833
-10,13,-3.60268,1.04077
-9.5,13,-3.59955,1.05155
-9,13,-3.59632,1.06255
-8.5,13,-3.59298,1.07377
-8,13,-3.58954,1.08521
-7.5,13,-3.58599,1.09689
-7,13,-3.58232,1.10881
-6.5,13,-3.57853,1.12099
-6,13,-3.57461,1.13341
-5.5,13,-3.57057,1.14611
-5,13,-3.56638,1.15907
-4.5,13,-3.56205,1.17232
-4,13,-3.55756,1.18585
-3.5,13,-3.55292,1.19969
-3,13,-3.54811,1.21383
-2.5,13,-3.54314,1.22829
-2,13,-3.53798,1.24307
-1.5,13,-3.53263,1.2582
-1,13,-3.52708,1.27367
-0.5,13,-3.52132,1.2895
0,13,-3.51534,1.3057
0.5,13,-3.50914,1.32228
1,13,-3.50269,1.33927
1.5,13,-3.496,1.35666
2,13,-3.48903,1.37447
2.5,13,-3.48179,1.39272
3,13,-3.47425,1.41141
3.5,13,-3.4664,1.43058
4,13,-3.45823,1.45023
4.5,13,-3.44971,1.47037
5,13,-3.44083,1.49103
5.5,13,-3.43157,1.51222
6,13,-3.42191,1.53396
6.5,13,-3.41182,1.55627
7,13,-3.40128,1.57917
7.5,13,-3.39027,1.60267
8,13,-3.37876,1.62681
8.5,13,-3.36671,1.65159
9,13,-3.3541,1.67705
9.5,13,-3.3409,1.7032
10,13,-3.32706,1.73007
10.5,13,-3.31256,1.75768
11,13,-3.29734,1.78606
11.5,13,-3.28138,1.81523
12,13,-3.26461,1.84521
12.5,13,-3.24699,1.87604
13,13,-3.22847,1.90773
13.5,13,-3.20899,1.94032
14,13,-3.18849,1.97383
14.5,13,-3.16691,2.00828
15,13,-3.14416,2.04371
15.5,13,-3.12019,2.08013
16,13,-3.0949,2.11756
16.5,13,-3.06822,2.15605
17,13,-3.04005,2.19559
17.5,13,-3.01029,2.23622
18,13,-2.97884,2.27794
18.5,13,-2.94559,2.32077
19,13,-2.91043,2.36472
19.5,13,-2.87322,2.4098
20,13,-2.83383,2.45599
20.5,13,-2.79214,2.50329
21,13,-2.74798,2.55169
21.5,13,-2.7012,2.60116
22,13,-2.65165,2.65165
22.5,13,-2.59916,2.70312
23,13,-2.54355,2.75551
23.5,13,-2.48465,2.80874
24,13,-2.42228,2.8627
24.5,13,-2.35626,2.91728
25,13,-2.28642,2.97234
25.5,13,-2.21256,3.02772
26,13,-2.13454,3.08322
26.5,13,-2.05219,3.13864
27,13,-1.96537,3.19372
27.5,13,-1.87396,3.2482
28,13,-1.77787,3.30177
28.5,13,-1.67705,3.3541
29,13,-1.57147,3.40485
29.5,13,-1.46115,3.45363
30,13,-1.34617,3.50005
30.5,13,-1.22666,3.5437
31,13,-1.10282,3.58417
31.5,13,-0.974901,3.62106
32,13,-0.843223,3.65397
32.5,13,-0.708178,3.68252
33,13,-0.570214,3.70639
33.5,13,-0.42984,3.72528
34,13,-0.287612,3.73895
34.5,13,-0.144124,3.74723
35,13,0,3.75
35.5,13,0.144124,3.74723
36,13,0.287612,3.73895
36.5,13,0.42984,3.72528
37,13,0.570214,3.70639
37.5,13,0.708178,3.68252
38,13,0.843223,3.65397
38.5,13,0.974901,3.62106
39,13,1.10282,3.58417
39.5,13,1.22666,3.5437
-10,13.5,-3.59185,1.07755
-9.5,13.5,-3.5885,1.08865
-9,13.5,-3.58505,1.09996
-8.5,13.5,-3.58149,1.1115
-8,13.5,-3.57782,1.12327
-7.5,13.5,-3.57402,1.13528
-7,13.5,-3.57011,1.14753
-6.5,13.5,-3.56606,1.16004
-6,13.5,-3.56188,1.17281
-5.5,13.5,-3.55756,1.18585
-5,13.5,-3.5531,1.19917
-4.5,13.5,-3.54848,1.21277
-4,13.5,-3.5437,1.22666
-3.5,13.5,-3.53875,1.24086
-3,13.5,-3.53363,1.25537
-2.5,13.5,-3.52833,1.2702
-2,13.5,-3.52283,1.28536
-1.5,13.5,-3.51714,1.30086
-1,13.5,-3.51123,1.31671
-0.5,13.5,-3.50511,1.33293
0,13.5,-3.49876,1.34952
0.5,13.5,-3.49216,1.3665
1,13.5,-3.48531,1.38387
1.5,13.5,-3.4782,1.40166
2,13.5,-3.4708,1.41987
2.5,13.5,-3.46311,1.43852
3,13.5,-3.45512,1.45763
3.5,13.5,-3.44679,1.4772
4,13.5,-3.43813,1.49725
4.5,13.5,-3.42911,1.5178
5,13.5,-3.41971,1.53887
5.5,13.5,-3.4099,1.56046
6,13.5,-3.39968,1.58261
6.5,13.5,-3.38902,1.60532
7,13.5,-3.37788,1.62862
7.5,13.5,-3.36625,1.65252
8,13.5,-3.3541,1.67705
8.5,13.5,-3.3414,1.70222
9,13.5,-3.32811,1.72806
9.5,13.5,-3.3142,1.75458
10,13.5,-3.29965,1.78181
10.5,13.5,-3.28439,1.80977
11,13.5,-3.26841,1.83848
11.5,13.5,-3.25165,1.86797
12,13.5,-3.23406,1.89825
12.5,13.5,-3.2156,1.92936
13,13.5,-3.19621,1.96131
13.5,13.5,-3.17584,1.99413
14,13.5,-3.15442,2.02784
14.5,13.5,-3.13189,2.06246
15,13.5,-3.10818,2.09802
15.5,13.5,-3.08322,2.13454
16,13.5,-3.05693,2.17203
16.5,13.5,-3.02922,2.21051
17,13.5,-3,2.25
17.5,13.5,-2.96918,2.29051
18,13.5,-2.93667,2.33206
18.5,13.5,-2.90234,2.37464
19,13.5,-2.86609,2.41827
19.5,13.5,-2.82781,2.46293
20,13.5,-2.78735,2.50862
20.5,13.5,-2.7446,2.55532
21,13.5,-2.69942,2.60301
21.5,13.5,-2.65165,2.65165
22,13.5,-2.60116,2.7012
22.5,13.5,-2.54778,2.7516
23,13.5,-2.49136,2.80278
23.5,13.5,-2.43175,2.85466
24,13.5,-2.36877,2.90713
24.5,13.5,-2.30228,2.96007
25,13.5,-2.2321,3.01334
25.5,13.5,-2.1581,3.06677
26,13.5,-2.08013,3.12019
26.5,13.5,-1.99805,3.17337
27,13.5,-1.91176,3.22609
27.5,13.5,-1.82116,3.27809
28,13.5,-1.72619,3.32908
28.5,13.5,-1.62681,3.37876
29,13.5,-1.52302,3.42679
29.5,13.5,-1.41486,3.47285
30,13.5,-1.30243,3.51656
30.5,13.5,-1.18585,3.55756
31,13.5,-1.06533,3.59549
31.5,13.5,-0.941108,3.62999
32,13.5,-0.813489,3.6607
32.5,13.5,-0.682835,3.68731
33,13.5,-0.549557,3.70951
33.5,13.5,-0.414118,3.72706
34,13.5,-0.277019,3.73975
34.5,13.5,-0.138794,3.74743
35,13.5,0,3.75
35.5,13.5,0.138794,3.74743
36,13.5,0.277019,3.73975
36.5,13.5,0.414118,3.72706
37,13.5,0.549557,3.70951
37.5,13.5,0.682835,3.68731
38,13.5,0.813489,3.6607
38.5,13.5,0.941108,3.62999
39,13.5,1.06533,3.59549
39.5,13.5,1.18585,3.55756
-10,14,-3.58071,1.114
-9.5,14,-3.57715,1.12539
-9,14,-3.57347,1.13701
-8.5,14,-3.56968,1.14886
-8,14,-3.56577,1.16095
-7.5,14,-3.56173,1.17328
-7,14,-3.55756,1.18585
-6.5,14,-3.55326,1.19869
-6,14,-3.54881,1.21179
-5.5,14,-3.54422,1.22516
-5,14,-3.53947,1.23881
-4.5,14,-3.53456,1.25275
-4,14,-3.52948,1.26699
-3.5,14,-3.52423,1.28154
-3,14,-3.51879,1.2964
-2.5,14,-3.51316,1.31158
-2,14,-3.50732,1.3271
-1.5,14,-3.50128,1.34296
-1,14,-3.49502,1.35917
-0.5,14,-3.48852,1.37576
0,14,-3.48179,1.39272
0.5,14,-3.4748,1.41006
1,14,-3.46754,1.42781
1.5,14,-3.46001,1.44597
2,14,-3.45218,1.46456
2.5,14,-3.44405,1.48359
3,14,-3.43559,1.50307
3.5,14,-3.42679,1.52302
4,14,-3.41764,1.54345
4.5,14,-3.40811,1.56438
5,14,-3.39819,1.58582
5.5,14,-3.38785,1.60779
6,14,-3.37707,1.63031
6.5,14,-3.36583,1.65339
7,14,-3.3541,1.67705
7.5,14,-3.34186,1.70131
8,14,-3.32908,1.72619
8.5,14,-3.31573,1.7517
9,14,-3.30177,1.77787
9.5,14,-3.28717,1.80472
10,14,-3.2719,1.83226
10.5,14,-3.25591,1.86052
11,14,-3.23917,1.88952
11.5,14,-3.22163,1.91927
12,14,-3.20324,1.9498
12.5,14,-3.18396,1.98113
13,14,-3.16373,2.01328
13.5,14,-3.14249,2.04627
14,14,-3.12019,2.08013
14.5,14,-3.09675,2.11486
15,14,-3.07212,2.15048
15.5,14,-3.04621,2.18703
16,14,-3.01896,2.2245
16.5,14,-2.99027,2.26291
17,14,-2.96007,2.30228
17.5,14,-2.92826,2.34261
18,14,-2.89474,2.3839
18.5,14,-2.85941,2.42617
19,14,-2.82216,2.46939
19.5,14,-2.78288,2.51357
20,14,-2.74146,2.55869
20.5,14,-2.69776,2.60473
21,14,-2.65165,2.65165
21.5,14,-2.60301,2.69942
22,14,-2.55169,2.74798
22.5,14,-2.49756,2.79727
23,14,-2.44047,2.84721
23.5,14,-2.38027,2.89772
24,14,-2.31683,2.94869
24.5,14,-2.25,3
25,14,-2.17964,3.0515
25.5,14,-2.10563,3.10303
26,14,-2.02784,3.15442
26.5,14,-1.94617,3.20545
27,14,-1.86052,3.25591
27.5,14,-1.77083,3.30555
28,14,-1.67705,3.3541
28.5,14,-1.57917,3.40128
29,14,-1.4772,3.44679
29.5,14,-1.3712,3.49032
30,14,-1.26126,3.53153
30.5,14,-1.14753,3.57011
31,14,-1.0302,3.60571
31.5,14,-0.909509,3.63803
32,14,-0.785734,3.66676
32.5,14,-0.659215,3.6916
33,14,-0.53033,3.71231
33.5,14,-0.399499,3.72866
34,14,-0.267176,3.74047
34.5,14,-0.133843,3.74761
35,14,0,3.75
35.5,14,0.133843,3.74761
36,14,0.267176,3.74047
36.5,14,0.399499,3.72866
37,14,0.53033,3.71231
37.5,14,0.659215,3.6916
38,14,0.785734,3.66676
38.5,14,0.909509,3.63803
39,14,1.0302,3.60571
39.5,14,1.14753,3.57011
-10,14.5,-3.56928,1.1501
-9.5,14.5,-3.56549,1.16179
-9,14.5,-3.56159,1.17371
-8.5,14.5,-3.55756,1.18585
-8,14.5,-3.55341,1.19824
-7.5,14.5,-3.54912,1.21088
-7,14.5,-3.5447,1.22377
-6.5,14.5,-3.54013,1.23691
-6,14.5,-3.53542,1.25033
-5.5,14.5,-3.53054,1.26402
-5,14.5,-3.52551,1.278
-4.5,14.5,-3.52031,1.29226
-4,14.5,-3.51492,1.30683
-3.5,14.5,-3.50936,1.32171
-3,14.5,-3.5036,1.3369
-2.5,14.5,-3.49764,1.35242
-2,14.5,-3.49146,1.36828
-1.5,14.5,-3.48507,1.38448
-1,14.5,-3.47845,1.40104
-0.5,14.5,-3.47158,1.41797
0,14.5,-3.46446,1.43528
0.5,14.5,-3.45708,1.45297
1,14.5,-3.44941,1.47107
1.5,14.5,-3.44146,1.48959
2,14.5,-3.4332,1.50853
2.5,14.5,-3.42462,1.52791
3,14.5,-3.4157,1.54774
3.5,14.5,-3.40643,1.56804
4,14.5,-3.39679,1.58882
4.5,14.5,-3.38675,1.6101
5,14.5,-3.37631,1.63188
5.5,14.5,-3.36543,1.6542
6,14.5,-3.3541,1.67705
6.5,14.5,-3.34229,1.70046
7,14.5,-3.32998,1.72445
7.5,14.5,-3.31713,1.74903
8,14.5,-3.30373,1.77422
8.5,14.5,-3.28973,1.80004
9,14.5,-3.27511,1.82651
9.5,14.5,-3.25984,1.85363
10,14.5,-3.24387,1.88144
10.5,14.5,-3.22716,1.90995
11,14.5,-3.20968,1.93918
11.5,14.5,-3.19139,1.96915
12,14.5,-3.17222,1.99988
12.5,14.5,-3.15214,2.03138
13,14.5,-3.13109,2.06368
13.5,14.5,-3.10902,2.09678
14,14.5,-3.08586,2.13072
14.5,14.5,-3.06156,2.16549
15,14.5,-3.03604,2.20113
15.5,14.5,-3.00923,2.23764
16,14.5,-2.98107,2.27502
16.5,14.5,-2.95146,2.31331
17,14.5,-2.92033,2.35249
17.5,14.5,-2.88758,2.39257
18,14.5,-2.85313,2.43355
18.5,14.5,-2.81687,2.47543
19,14.5,-2.7787,2.5182
19.5,14.5,-2.73852,2.56184
20,14.5,-2.69621,2.60633
20.5,14.5,-2.65165,2.65165
21,14.5,-2.60473,2.69776
21.5,14.5,-2.55532,2.7446
