X,Y,U,V
-10,-10,-3.6607,-0.813489
-9.5,-10,-3.65876,-0.822192
-9,-10,-3.65675,-0.831079
-8.5,-10,-3.65467,-0.840155
-8,-10,-3.65253,-0.849426
-7.5,-10,-3.65031,-0.858898
-7,-10,-3.64802,-0.868577
-6.5,-10,-3.64565,-0.878471
-6,-10,-3.6432,-0.888586
-5.5,-10,-3.64066,-0.898929
-5,-10,-3.63803,-0.909509
-4.5,-10,-3.63531,-0.920332
-4,-10,-3.63249,-0.931408
-3.5,-10,-3.62956,-0.942744
-3,-10,-3.62653,-0.95435
-2.5,-10,-3.62338,-0.966235
-2,-10,-3.62011,-0.978409
-1.5,-10,-3.61672,-0.990882
-1,-10,-3.61319,-1.00366
-0.5,-10,-3.60953,-1.01677
0,-10,-3.60571,-1.0302
0.5,-10,-3.60175,-1.04399
1,-10,-3.59762,-1.05812
1.5,-10,-3.59332,-1.07263
2,-10,-3.58884,-1.08753
2.5,-10,-3.58417,-1.10282
3,-10,-3.5793,-1.11853
3.5,-10,-3.57422,-1.13467
4,-10,-3.56891,-1.15126
4.5,-10,-3.56336,-1.16832
5,-10,-3.55756,-1.18585
5.5,-10,-3.5515,-1.2039
6,-10,-3.54515,-1.22247
6.5,-10,-3.5385,-1.24158
7,-10,-3.53153,-1.26126
7.5,-10,-3.52423,-1.28154
8,-10,-3.51656,-1.30243
8.5,-10,-3.50851,-1.32396
9,-10,-3.50005,-1.34617
9.5,-10,-3.49115,-1.36908
10,-10,-3.48179,-1.39272
10.5,-10,-3.47193,-1.41711
11,-10,-3.46154,-1.44231
11.5,-10,-3.45058,-1.46833
12,-10,-3.43901,-1.49522
12.5,-10,-3.42679,-1.52302
13,-10,-3.41387,-1.55176
13.5,-10,-3.4002,-1.58149
14,-10,-3.38573,-1.61225
14.5,-10,-3.37038,-1.64409
15,-10,-3.3541,-1.67705
15.5,-10,-3.33682,-1.71119
16,-10,-3.31844,-1.74655
16.5,-10,-3.2989,-1.78319
17,-10,-3.27809,-1.82116
17.5,-10,-3.25591,-1.86052
18,-10,-3.23225,-1.90133
18.5,-10,-3.20699,-1.94363
19,-10,-3.17999,-1.9875
19.5,-10,-3.15111,-2.03298
20,-10,-3.12019,-2.08013
20.5,-10,-3.08705,-2.129
21,-10,-3.0515,-2.17964
21.5,-10,-3.01334,-2.2321
22,-10,-2.97234,-2.28642
22.5,-10,-2.92826,-2.34261
23,-10,-2.88083,-2.40069
23.5,-10,-2.82977,-2.46067
24,-10,-2.77478,-2.52252
24.5,-10,-2.71552,-2.58621
25,-10,-2.65165,-2.65165
25.5,-10,-2.58281,-2.71875
26,-10,-2.50862,-2.78735
26.5,-10,-2.42868,-2.85727
27,-10,-2.34261,-2.92826
27.5,-10,-2.25,-3
28,-10,-2.15048,-3.07212
28.5,-10,-2.04371,-3.14416
29,-10,-1.92936,-3.2156
29.5,-10,-1.8072,-3.28581
30,-10,-1.67705,-3.3541
30.5,-10,-1.53887,-3.41971
31,-10,-1.39272,-3.48179
31.5,-10,-1.23881,-3.53947
32,-10,-1.07755,-3.59185
32.5,-10,-0.909509,-3.63803
33,-10,-0.735436,-3.67718
33.5,-10,-0.556277,-3.70851
34,-10,-0.373139,-3.73139
34.5,-10,-0.187266,-3.74532
35,-10,0,-3.75
35.5,-10,0.187266,-3.74532
36,-10,0.373139,-3.73139
36.5,-10,0.556277,-3.70851
37,-10,0.735436,-3.67718
37.5,-10,0.909509,-3.63803
38,-10,1.07755,-3.59185
38.5,-10,1.23881,-3.53947
39,-10,1.39272,-3.48179
39.5,-10,1.53887,-3.41971
-10,-9.5,-3.66913,-0.774594
-9.5,-9.5,-3.66736,-0.78292
-9,-9.5,-3.66554,-0.791422
-8.5,-9.5,-3.66365,-0.800107
-8,-9.5,-3.6617,-0.80898
-7.5,-9.5,-3.65969,-0.818047
-7,-9.5,-3.6576,-0.827315
-6.5,-9.5,-3.65545,-0.836789
-6,-9.5,-3.65321,-0.846477
-5.5,-9.5,-3.6509,-0.856385
-5,-9.5,-3.64851,-0.866522
-4.5,-9.5,-3.64603,-0.876894
-4,-9.5,-3.64346,-0.88751
-3.5,-9.5,-3.6408,-0.898379
-3,-9.5,-3.63803,-0.909509
-2.5,-9.5,-3.63517,-0.920909
-2,-9.5,-3.63219,-0.932588
-1.5,-9.5,-3.62909,-0.944558
-1,-9.5,-3.62588,-0.956828
-0.5,-9.5,-3.62253,-0.96941
0,-9.5,-3.61905,-0.982315
0.5,-9.5,-3.61544,-0.995555
1,-9.5,-3.61167,-1.00914
1.5,-9.5,-3.60774,-1.02309
2,-9.5,-3.60365,-1.03741
2.5,-9.5,-3.59938,-1.05213
3,-9.5,-3.59493,-1.06724
3.5,-9.5,-3.59028,-1.08278
4,-9.5,-3.58542,-1.09876
4.5,-9.5,-3.58034,-1.11519
5,-9.5,-3.57503,-1.13209
5.5,-9.5,-3.56948,-1.14949
6,-9.5,-3.56366,-1.16741
6.5,-9.5,-3.55756,-1.18585
7,-9.5,-3.55117,-1.20486
7.5,-9.5,-3.54446,-1.22445
8,-9.5,-3.53742,-1.24465
8.5,-9.5,-3.53002,-1.26548
9,-9.5,-3.52224,-1.28697
9.5,-9.5,-3.51406,-1.30916
10,-9.5,-3.50544,-1.33207
10.5,-9.5,-3.49635,-1.35573
11,-9.5,-3.48677,-1.38018
11.5,-9.5,-3.47666,-1.40546
12,-9.5,-3.46598,-1.4316
12.5,-9.5,-3.45469,-1.45865
13,-9.5,-3.44273,-1.48664
13.5,-9.5,-3.43007,-1.51561
14,-9.5,-3.41665,-1.54563
14.5,-9.5,-3.40241,-1.57673
15,-9.5,-3.38729,-1.60896
15.5,-9.5,-3.37121,-1.64239
16,-9.5,-3.3541,-1.67705
16.5,-9.5,-3.33588,-1.71302
17,-9.5,-3.31644,-1.75034
17.5,-9.5,-3.2957,-1.78909
18,-9.5,-3.27354,-1.82933
18.5,-9.5,-3.24983,-1.87112
19,-9.5,-3.22446,-1.91452
19.5,-9.5,-3.19725,-1.95961
20,-9.5,-3.16807,-2.00645
20.5,-9.5,-3.13673,-2.0551
21,-9.5,-3.10303,-2.10563
21.5,-9.5,-3.06677,-2.1581
22,-9.5,-3.02772,-2.21256
22.5,-9.5,-2.98561,-2.26906
23,-9.5,-2.94017,-2.32764
23.5,-9.5,-2.89111,-2.38831
24,-9.5,-2.83809,-2.45107
24.5,-9.5,-2.78076,-2.51592
25,-9.5,-2.71875,-2.58281
25.5,-9.5,-2.65165,-2.65165
26,-9.5,-2.57904,-2.72232
26.5,-9.5,-2.50048,-2.79465
27,-9.5,-2.41551,-2.86842
27.5,-9.5,-2.32367,-2.94331
28,-9.5,-2.2245,-3.01896
28.5,-9.5,-2.11756,-3.0949
29,-9.5,-2.00247,-3.17058
29.5,-9.5,-1.87889,-3.24535
30,-9.5,-1.74655,-3.31844
30.5,-9.5,-1.60532,-3.38902
31,-9.5,-1.45521,-3.45613
31.5,-9.5,-1.2964,-3.51879
32,-9.5,-1.12924,-3.57593
32.5,-9.5,-0.95435,-3.62653
33,-9.5,-0.772539,-3.66956
33.5,-9.5,-0.58486,-3.70411
34,-9.5,-0.392568,-3.7294
34.5,-9.5,-0.197096,-3.74482
35,-9.5,0,-3.75
35.5,-9.5,0.197096,-3.74482
36,-9.5,0.392568,-3.7294
36.5,-9.5,0.58486,-3.70411
37,-9.5,0.772539,-3.66956
37.5,-9.5,0.95435,-3.62653
38,-9.5,1.12924,-3.57593
38.5,-9.5,1.2964,-3.51879
39,-9.5,1.45521,-3.45613
39.5,-9.5,1.60532,-3.38902
-10,-9,-3.67718,-0.735436
-9.5,-9,-3.67558,-0.743376
-9,-9,-3.67393,-0.751486
-8.5,-9,-3.67223,-0.759771
-8,-9,-3.67046,-0.768237
-7.5,-9,-3.66864,-0.776889
-7,-9,-3.66676,-0.785734
-6.5,-9,-3.66481,-0.794778
-6,-9,-3.66279,-0.804027
-5.5,-9,-3.6607,-0.813489
-5,-9,-3.65854,-0.823171
-4.5,-9,-3.65629,-0.833079
-4,-9,-3.65397,-0.843223
-3.5,-9,-3.65155,-0.85361
-3,-9,-3.64905,-0.864249
-2.5,-9,-3.64645,-0.875149
-2,-9,-3.64375,-0.886318
-1.5,-9,-3.64095,-0.897768
-1,-9,-3.63803,-0.909509
-0.5,-9,-3.635,-0.92155
0,-9,-3.63185,-0.933904
0.5,-9,-3.62856,-0.946582
1,-9,-3.62514,-0.959597
1.5,-9,-3.62158,-0.972962
2,-9,-3.61786,-0.98669
2.5,-9,-3.61399,-1.0008
3,-9,-3.60994,-1.0153
3.5,-9,-3.60571,-1.0302
4,-9,-3.6013,-1.04554
4.5,-9,-3.59668,-1.06132
5,-9,-3.59185,-1.07755
5.5,-9,-3.58679,-1.09427
6,-9,-3.58149,-1.1115
6.5,-9,-3.57593,-1.12924
7,-9,-3.57011,-1.14753
7.5,-9,-3.56399,-1.1664
8,-9,-3.55756,-1.18585
8.5,-9,-3.55081,-1.20593
9,-9,-3.5437,-1.22666
9.5,-9,-3.53621,-1.24808
10,-9,-3.52833,-1.2702
10.5,-9,-3.52001,-1.29307
11,-9,-3.51123,-1.31671
11.5,-9,-3.50196,-1.34118
12,-9,-3.49216,-1.3665
12.5,-9,-3.48179,-1.39272
13,-9,-3.4708,-1.41987
13.5,-9,-3.45915,-1.44802
14,-9,-3.44679,-1.4772
14.5,-9,-3.43367,-1.50746
15,-9,-3.41971,-1.53887
15.5,-9,-3.40485,-1.57147
16,-9,-3.38902,-1.60532
16.5,-9,-3.37213,-1.6405
17,-9,-3.3541,-1.67705
17.5,-9,-3.33483,-1.71506
18,-9,-3.3142,-1.75458
18.5,-9,-3.29211,-1.7957
19,-9,-3.26841,-1.83848
19.5,-9,-3.24296,-1.88301
20,-9,-3.2156,-1.92936
20.5,-9,-3.18615,-1.97761
21,-9,-3.15442,-2.02784
21.5,-9,-3.12019,-2.08013
22,-9,-3.08322,-2.13454
22.5,-9,-3.04325,-2.19114
23,-9,-3,-2.25
23.5,-9,-2.95314,-2.31116
24,-9,-2.90234,-2.37464
24.5,-9,-2.84721,-2.44047
25,-9,-2.78735,-2.50862
25.5,-9,-2.72232,-2.57904
26,-9,-2.65165,-2.65165
26.5,-9,-2.57484,-2.7263
27,-9,-2.49136,-2.80278
27.5,-9,-2.40069,-2.88083
28,-9,-2.30228,-2.96007
28.5,-9,-2.19559,-3.04005
29,-9,-2.08013,-3.12019
29.5,-9,-1.95544,-3.19981
30,-9,-1.82116,-3.27809
30.5,-9,-1.67705,-3.3541
31,-9,-1.52302,-3.42679
31.5,-9,-1.35917,-3.49502
32,-9,-1.18585,-3.55756
32.5,-9,-1.00366,-3.61319
33,-9,-0.813489,-3.6607
33.5,-9,-0.616496,-3.69898
34,-9,-0.414118,-3.72706
34.5,-9,-0.208013,-3.74423
35,-9,0,-3.75
35.5,-9,0.208013,-3.74423
36,-9,0.414118,-3.72706
36.5,-9,0.616496,-3.69898
37,-9,0.813489,-3.6607
37.5,-9,1.00366,-3.61319
38,-9,1.18585,-3.55756
38.5,-9,1.35917,-3.49502
39,-9,1.52302,-3.42679
39.5,-9,1.67705,-3.3541
-10,-8.5,-3.68484,-0.696025
-9.5,-8.5,-3.68341,-0.703572
-9,-8.5,-3.68193,-0.711281
-8.5,-8.5,-3.6804,-0.719158
-8,-8.5,-3.67881,-0.727207
-7.5,-8.5,-3.67718,-0.735436
-7,-8.5,-3.67548,-0.743848
-6.5,-8.5,-3.67373,-0.752451
-6,-8.5,-3.67192,-0.761252
-5.5,-8.5,-3.67004,-0.770256
-5,-8.5,-3.6681,-0.77947
-4.5,-8.5,-3.66608,-0.788903
-4,-8.5,-3.66399,-0.798561
-3.5,-8.5,-3.66182,-0.808453
-3,-8.5,-3.65956,-0.818587
-2.5,-8.5,-3.65723,-0.828971
-2,-8.5,-3.6548,-0.839616
-1.5,-8.5,-3.65227,-0.850529
-1,-8.5,-3.64965,-0.861723
-0.5,-8.5,-3.64692,-0.873206
0,-8.5,-3.64408,-0.88499
0.5,-8.5,-3.64112,-0.897087
1,-8.5,-3.63803,-0.909509
1.5,-8.5,-3.63482,-0.922268
2,-8.5,-3.63147,-0.935378
2.5,-8.5,-3.62797,-0.948854
3,-8.5,-3.62432,-0.96271
3.5,-8.5,-3.6205,-0.976961
4,-8.5,-3.61651,-0.991625
4.5,-8.5,-3.61234,-1.00672
5,-8.5,-3.60798,-1.02226
5.5,-8.5,-3.6034,-1.03827
6,-8.5,-3.59861,-1.05476
6.5,-8.5,-3.59358,-1.07177
7,-8.5,-3.5883,-1.08931
7.5,-8.5,-3.58276,-1.1074
8,-8.5,-3.57693,-1.12607
8.5,-8.5,-3.57081,-1.14535
9,-8.5,-3.56436,-1.16527
9.5,-8.5,-3.55756,-1.18585
10,-8.5,-3.5504,-1.20714
10.5,-8.5,-3.54284,-1.22915
11,-8.5,-3.53485,-1.25193
11.5,-8.5,-3.52641,-1.27551
12,-8.5,-3.51748,-1.29994
12.5,-8.5,-3.50459,-1.31726
13,-8.5,-3.49287,-1.33356
13.5,-8.5,-3.48364,-1.35271
14,-8.5,-3.47605,-1.37782
14.5,-8.5,-3.46403,-1.40715
15,-8.5,-3.45124,-1.43762
15.5,-8.5,-3.44133,-1.47244
16,-8.5,-3.42819,-1.51343
16.5,-8.5,-3.41096,-1.55763
17,-8.5,-3.39093,-1.60127
17.5,-8.5,-3.37316,-1.63839
18,-8.5,-3.3541,-1.67705
18.5,-8.5,-3.33365,-1.71734
19,-8.5,-3.31168,-1.75933
19.5,-8.5,-3.28805,-1.80312
20,-8.5,-3.26258,-1.8488
20.5,-8.5,-3.23512,-1.89645
21,-8.5,-3.20545,-1.94617
21.5,-8.5,-3.17337,-1.99805
22,-8.5,-3.13864,-2.05219
22.5,-8.5,-3.10097,-2.10866
23,-8.5,-3.06009,-2.16757
23.5,-8.5,-3.01566,-2.22897
24,-8.5,-2.96732,-2.26377
24.5,-8.5,-2.91467,-2.33034
25,-8.5,-2.85727,-2.42868
25.5,-8.5,-2.79465,-2.50048
26,-8.5,-2.7263,-2.57484
26.5,-8.5,-2.65165,-2.65165
27,-8.5,-2.57012,-2.73075
27.5,-8.5,-2.48108,-2.81189
28,-8.5,-2.3839,-2.89474
28.5,-8.5,-2.27794,-2.97884
29,-8.5,-2.16256,-3.06363
29.5,-8.5,-2.03719,-3.14839
30,-8.5,-1.90133,-3.23225
30.5,-8.5,-1.75458,-3.3142
31,-8.5,-1.59674,-3.39307
31.5,-8.5,-1.42781,-3.46754
32,-8.5,-1.24808,-3.53621
32.5,-8.5,-1.05812,-3.59762
33,-8.5,-0.858898,-3.65031
33.5,-8.5,-0.651695,-3.69294
34,-8.5,-0.438155,-3.72431
34.5,-8.5,-0.220208,-3.74353
35,-8.5,0,-3.75
35.5,-8.5,0.220208,-3.74353
36,-8.5,0.438155,-3.72431
36.5,-8.5,0.651695,-3.69294
37,-8.5,0.858898,-3.65031
37.5,-8.5,1.05812,-3.59762
38,-8.5,1.24808,-3.53621
38.5,-8.5,1.42781,-3.46754
39,-8.5,1.59674,-3.39307
39.5,-8.5,1.75458,-3.3142
-10,-8,-3.69211,-0.656375
-9.5,-8,-3.69083,-0.66352
-9,-8,-3.68951,-0.67082
-8.5,-8,-3.68815,-0.67828
-8,-8,-3.68674,-0.685905
-7.5,-8,-3.68528,-0.6937
-7,-8,-3.68377,-0.70167
-6.5,-8,-3.68221,-0.709823
-6,-8,-3.68059,-0.718164
-5.5,-8,-3.67891,-0.726699
-5,-8,-3.67718,-0.735436
-4.5,-8,-3.67538,-0.74438
-4,-8,-3.67351,-0.753541
-3.5,-8,-3.67157,-0.762924
-3,-8,-3.66956,-0.772539
-2.5,-8,-3.66747,-0.782394
-2,-8,-3.6653,-0.792498
-1.5,-8,-3.66305,-0.80286
-1,-8,-3.6607,-0.813489
-0.5,-8,-3.65826,-0.824397
0,-8,-3.65572,-0.835593
0.5,-8,-3.65307,-0.847089
1,-8,-3.65031,-0.858898
1.5,-8,-3.64744,-0.87103
2,-8,-3.64444,-0.8835
2.5,-8,-3.64131,-0.896321
3,-8,-3.63803,-0.909509
3.5,-8,-3.63462,-0.923077
4,-8,-3.63104,-0.937043
4.5,-8,-3.6273,-0.951423
5,-8,-3.62338,-0.966235
5.5,-8,-3.61928,-0.981499
6,-8,-3.61497,-0.997234
6.5,-8,-3.61046,-1.01346
7,-8,-3.60571,-1.0302
7.5,-8,-3.60073,-1.04749
8,-8,-3.59549,-1.06533
8.5,-8,-3.58998,-1.08377
9,-8,-3.58417,-1.10282
9.5,-8,-3.57805,-1.12253
10,-8,-3.57159,-1.14291
10.5,-8,-3.56477,-1.16401
11,-8,-3.55756,-1.18585
11.5,-8,-3.54739,-1.20543
12,-8,-3.53019,-1.21445
12.5,-8,-3.51417,-1.21801
13,-8,-3.50328,-1.21871
13.5,-8,-3.50058,-1.22372
14,-8,-3.50433,-1.24239
14.5,-8,-3.49342,-1.27069
15,-8,-3.48179,-1.30012
15.5,-8,-3.48339,-1.33931
16,-8,-3.47708,-1.39238
16.5,-8,-3.4611,-1.45014
17,-8,-3.43846,-1.50551
17.5,-8,-3.41308,-1.55604
18,-8,-3.39307,-1.59674
18.5,-8,-3.3743,-1.63603
19,-8,-3.3541,-1.67705
19.5,-8,-3.33233,-1.71991
20,-8,-3.30882,-1.76471
20.5,-8,-3.28342,-1.81154
21,-8,-3.25591,-1.86052
21.5,-8,-3.22609,-1.91176
22,-8,-3.19372,-1.96537
22.5,-8,-3.13938,-1.98318
23,-8,-3.09925,-2.0173
23.5,-8,-3.06439,-2.05746
24,-8,-3.03276,-2.11305
24.5,-8,-2.98287,-2.18007
25,-8,-2.93133,-2.25037
25.5,-8,-2.88452,-2.33499
26,-8,-2.82401,-2.43347
26.5,-8,-2.74871,-2.53644
27,-8,-2.65165,-2.65165
27.5,-8,-2.56478,-2.73576
28,-8,-2.46939,-2.82216
28.5,-8,-2.36472,-2.91043
29,-8,-2.25,-3
29.5,-8,-2.12448,-3.09016
30,-8,-1.9875,-3.17999
30.5,-8,-1.83848,-3.26841
31,-8,-1.67705,-3.3541
31.5,-8,-1.50307,-3.43559
32,-8,-1.31671,-3.51123
32.5,-8,-1.11853,-3.5793
33,-8,-0.909509,-3.63803
33.5,-8,-0.691082,-3.68577
34,-8,-0.46513,-3.72104
34.5,-8,-0.233919,-3.7427
35,-8,0,-3.75
35.5,-8,0.233919,-3.7427
36,-8,0.46513,-3.72104
36.5,-8,0.691082,-3.68577
37,-8,0.909509,-3.63803
37.5,-8,1.11853,-3.5793
38,-8,1.31671,-3.51123
38.5,-8,1.50307,-3.43559
39,-8,1.67705,-3.3541
39.5,-8,1.83848,-3.26841
-10,-7.5,-3.69898,-0.616496
-9.5,-7.5,-3.69785,-0.623233
-9,-7.5,-3.69668,-0.630116
-8.5,-7.5,-3.69548,-0.637151
-8,-7.5,-3.69423,-0.644342
-7.5,-7.5,-3.69294,-0.651695
-7,-7.5,-3.6916,-0.659215
-6.5,-7.5,-3.69022,-0.666907
-6,-7.5,-3.68879,-0.674779
-5.5,-7.5,-3.68731,-0.682835
-5,-7.5,-3.68577,-0.691082
-4.5,-7.5,-3.68418,-0.699527
-4,-7.5,-3.68252,-0.708178
-3.5,-7.5,-3.68081,-0.717041
-3,-7.5,-3.67903,-0.726124
-2.5,-7.5,-3.67718,-0.735436
-2,-7.5,-3.67525,-0.744984
-1.5,-7.5,-3.67326,-0.754779
-1,-7.5,-3.67118,-0.764828
-0.5,-7.5,-3.66901,-0.775143
0,-7.5,-3.66676,-0.785734
0.5,-7.5,-3.66441,-0.796611
1,-7.5,-3.66196,-0.807786
1.5,-7.5,-3.65941,-0.819271
2,-7.5,-3.65675,-0.831079
2.5,-7.5,-3.65397,-0.843223
3,-7.5,-3.65106,-0.855717
3.5,-7.5,-3.64802,-0.868577
4,-7.5,-3.64485,-0.881817
4.5,-7.5,-3.64152,-0.895455
5,-7.5,-3.63803,-0.909509
5.5,-7.5,-3.63438,-0.923995
6,-7.5,-3.63055,-0.938936
6.5,-7.5,-3.62653,-0.95435
7,-7.5,-3.62231,-0.97026
7.5,-7.5,-3.61786,-0.98669
8,-7.5,-3.61319,-1.00366
8.5,-7.5,-3.60827,-1.02121
9,-7.5,-3.60309,-1.03935
9.5,-7.5,-3.59762,-1.05812
10,-7.5,-3.59185,-1.07755
10.5,-7.5,-3.58575,-1.09768
11,-7.5,-3.57624,-1.11598
11.5,-7.5,-3.55389,-1.12157
12,-7.5,-3.52724,-1.11508
12.5,-7.5,-3.50127,-1.09204
13,-7.5,-3.48723,-1.05457
13.5,-7.5,-3.49784,-1.02058
14,-7.5,-3.53153,-1.02126
14.5,-7.5,-3.52171,-1.04843
15,-7.5,-3.51123,-1.07671
15.5,-7.5,-3.54296,-1.1316
16,-7.5,-3.55027,-1.22141
16.5,-7.5,-3.53156,-1.31508
17,-7.5,-3.49954,-1.39481
17.5,-7.5,-3.46537,-1.45862
18,-7.5,-3.434,-1.5111
18.5,-7.5,-3.41387,-1.55176
19,-7.5,-3.39547,-1.59163
19.5,-7.5,-3.3756,-1.63335
20,-7.5,-3.3541,-1.67705
20.5,-7.5,-3.33082,-1.72284
21,-7.5,-3.30555,-1.77083
21.5,-7.5,-3.27809,-1.82116
22,-7.5,-3.2102,-1.82646
22.5,-7.5,-3.15931,-1.83554
23,-7.5,-3.11781,-1.83204
23.5,-7.5,-3.09813,-1.83393
24,-7.5,-3.09835,-1.87251
24.5,-7.5,-3.0515,-1.93964
25,-7.5,-3.00956,-2.01109
25.5,-7.5,-2.99237,-2.11925
26,-7.5,-2.94352,-2.25821
26.5,-7.5,-2.86507,-2.39799
27,-7.5,-2.76972,-2.52435
27.5,-7.5,-2.65165,-2.65165
28,-7.5,-2.55869,-2.74146
28.5,-7.5,-2.45599,-2.83383
29,-7.5,-2.34261,-2.92826
29.5,-7.5,-2.21761,-3.02402
30,-7.5,-2.08013,-3.12019
30.5,-7.5,-1.92936,-3.2156
31,-7.5,-1.76471,-3.30882
31.5,-7.5,-1.58582,-3.39819
32,-7.5,-1.39272,-3.48179
32.5,-7.5,-1.18585,-3.55756
33,-7.5,-0.966235,-3.62338
33.5,-7.5,-0.735436,-3.67718
34,-7.5,-0.495614,-3.7171
34.5,-7.5,-0.249446,-3.74169
35,-7.5,0,-3.75
35.5,-7.5,0.249446,-3.74169
36,-7.5,0.495614,-3.7171
36.5,-7.5,0.735436,-3.67718
37,-7.5,0.966235,-3.62338
37.5,-7.5,1.18585,-3.55756
38,-7.5,1.39272,-3.48179
38.5,-7.5,1.58582,-3.39819
39,-7.5,1.76471,-3.30882
39.5,-7.5,1.92936,-3.2156
-10,-7,-3.70544,-0.576401
-9.5,-7,-3.70445,-0.582722
-9,-7,-3.70343,-0.589181
-8.5,-7,-3.70237,-0.595784
-8,-7,-3.70128,-0.602534
-7.5,-7,-3.70015,-0.609436
-7,-7,-3.69898,-0.616496
-6.5,-7,-3.69777,-0.62372
-6,-7,-3.69651,-0.631112
-5.5,-7,-3.69521,-0.638679
-5,-7,-3.69386,-0.646426
-4.5,-7,-3.69247,-0.654361
-4,-7,-3.69102,-0.66249
-3.5,-7,-3.68951,-0.67082
-3,-7,-3.68795,-0.679359
-2.5,-7,-3.68633,-0.688114
-2,-7,-3.68464,-0.697094
-1.5,-7,-3.68288,-0.706306
-1,-7,-3.68106,-0.715761
-0.5,-7,-3.67916,-0.725468
0,-7,-3.67718,-0.735436
0.5,-7,-3.67511,-0.745675
1,-7,-3.67296,-0.756198
1.5,-7,-3.67072,-0.767016
2,-7,-3.66838,-0.778141
2.5,-7,-3.66593,-0.789585
3,-7,-3.66338,-0.801363
3.5,-7,-3.6607,-0.813489
4,-7,-3.6579,-0.200978
4.5,-7,-3.65497,-0.213847
5,-7,-3.6519,-0.227111
5.5,-7,-3.64869,-0.86579
6,-7,-3.64531,-0.879902
6.5,-7,-3.64176,-0.894468
7,-7,-3.63803,-0.909509
7.5,-7,-3.63411,-0.925047
8,-7,-3.62999,-0.941108
8.5,-7,-3.62564,-0.957717
9,-7,-3.62106,-0.974901
9.5,-7,-3.61622,-0.992689
10,-7,-3.61112,-1.01111
10.5,-7,-3.60571,-1.0302
11,-7,-3.58249,-1.03833
11.5,-7,-3.54645,-1.03254
12,-7,-3.496,-1.00033
12.5,-7,-3.43671,-0.922
13,-7,-3.39708,-0.784227
13.5,-7,-3.43162,-0.624353
14,-7,-3.55756,-0.560854
14.5,-7,-3.54881,-0.586789
15,-7,-3.53947,-0.613814
15.5,-7,-3.66363,-0.730398
16,-7,-3.69518,-0.943609
16.5,-7,-3.65132,-1.1351
17,-7,-3.58655,-1.26764
17.5,-7,-3.52929,-1.35472
18,-7,-3.48505,-1.41614
18.5,-7,-3.45218,-1.46456
19,-7,-3.43559,-1.50307
19.5,-7,-3.41764,-1.54345
20,-7,-3.39819,-1.58582
20.5,-7,-3.37707,-1.63031
21,-7,-3.3541,-1.67705
21.5,-7,-3.28158,-1.68819
22,-7,-3.21024,-1.68635
22.5,-7,-3.1279,-1.64026
23,-7,-3.06278,-1.53673
23.5,-7,-3.0691,-1.41321
24,-7,-3.16373,-1.38828
24.5,-7,-3.12019,-1.45513
25,-7,-3.10318,-1.52937
25.5,-7,-3.16983,-1.72161
26,-7,-3.13407,-1.98592
26.5,-7,-3.02847,-2.21674
27,-7,-2.90381,-2.39163
27.5,-7,-2.78187,-2.52761
28,-7,-2.65165,-2.65165
28.5,-7,-2.55169,-2.74798
29,-7,-2.44047,-2.84721
29.5,-7,-2.31683,-2.94869
30,-7,-2.17964,-3.0515
30.5,-7,-2.02784,-3.15442
31,-7,-1.86052,-3.25591
31.5,-7,-1.67705,-3.3541
32,-7,-1.4772,-3.44679
32.5,-7,-1.26126,-3.53153
33,-7,-1.0302,-3.60571
33.5,-7,-0.785734,-3.66676
34,-7,-0.53033,-3.71231
34.5,-7,-0.267176,-3.74047
35,-7,0,-3.75
35.5,-7,0.267176,-3.74047
36,-7,0.53033,-3.71231
36.5,-7,0.785734,-3.66676
37,-7,1.0302,-3.60571
37.5,-7,1.26126,-3.53153
38,-7,1.4772,-3.44679
38.5,-7,1.67705,-3.3541
39,-7,1.86052,-3.25591
39.5,-7,2.02784,-3.15442
-10,-6.5,-3.71148,-0.536103
-9.5,-6.5,-3.71062,-0.542001
-9,-6.5,-3.70974,-0.54803
-8.5,-6.5,-3.70882,-0.554192
-8,-6.5,-3.70788,-0.560493
-7.5,-6.5,-3.7069,-0.566937
-7,-6.5,-3.70588,-0.573529
-6.5,-6.5,-3.70483,-0.580275
-6,-6.5,-3.70374,-0.587179
-5.5,-6.5,-3.70262,-0.594247
-5,-6.5,-3.70145,-0.601485
-4.5,-6.5,-3.70024,-0.608899
-4,-6.5,-3.69898,-0.616496
-3.5,-6.5,-3.69767,-0.624282
-3,-6.5,-3.69631,-0.632264
-2.5,-6.5,-3.69491,-0.64045
-2,-6.5,-3.69344,-0.648848
-1.5,-6.5,-3.69192,-0.657464
-1,-6.5,-3.69033,-0.666309
-0.5,-6.5,-3.68868,-0.675392
0,-6.5,-3.68696,-0.684721
0.5,-6.5,-3.68516,-0.694306
1,-6.5,-3.68329,-0.704159
1.5,-6.5,-3.68134,-0.714291
2,-6.5,-3.67931,-0.724712
2.5,-6.5,-3.67718,-0.735436
3,-6.5,-3.1549,0.0336049
3.5,-6.5,-3.18885,0.693473
4,-6.5,-3.67019,1.0823
4.5,-6.5,-3.66764,1.07022
5,-6.5,-3.66496,1.05778
5.5,-6.5,-4.14593,0.644401
6,-6.5,-4.17926,-0.0400883
6.5,-6.5,-3.65612,-0.833851
7,-6.5,-3.65286,-0.847986
7.5,-6.5,-3.64944,-0.862595
8,-6.5,-3.64584,-0.877702
