X,Y
0.257387,0.257387
0.258094,0.258094
0.258801,0.258801
0.259508,0.259508
0.260215,0.260215
0.260922,0.260922
0.26163,0.26163
0.262337,0.262337
0.263044,0.263044
0.263751,0.263751
0.264458,0.264458
0.265165,0.265165
0.265872,0.265872
0.266579,0.266579
0.267286,0.267286
0.267993,0.267993
0.268701,0.268701
0.269408,0.269408
0.270115,0.270115
0.270822,0.270822
0.271529,0.271529
0.272236,0.272236
0.272943,0.272943
0.27365,0.27365
0.274357,0.274357
0.275065,0.275065
0.275772,0.275772
0.276479,0.276479
0.277186,0.277186
0.277893,0.277893
0.2786,0.2786
0.279307,0.279307
0.280014,0.280014
0.280721,0.280721
0.281428,0.281428
0.282136,0.282136
0.282843,0.282843
0.28355,0.28355
0.284257,0.284257
0.284964,0.284964
0.285671,0.285671
0.286378,0.286378
0.287085,0.287085
0.287792,0.287792
0.2885,0.2885
0.289207,0.289207
0.289914,0.289914
0.290621,0.290621
0.291328,0.291328
0.292035,0.292035
0.292742,0.292742
0.293449,0.293449
0.294156,0.294156
0.294864,0.294864
0.295571,0.295571
0.296278,0.296278
0.296985,0.296985
0.297692,0.297692
0.298399,0.298399
0.299106,0.299106
0.299813,0.299813
0.30052,0.30052
0.301227,0.301227
0.301935,0.301935
0.302642,0.302642
0.303349,0.303349
0.304056,0.304056
0.304763,0.304763
0.30547,0.30547
0.306177,0.306177
0.306884,0.306884
0.307591,0.307591
0.308299,0.308299
0.309006,0.309006
0.309713,0.309713
0.31042,0.31042
0.311127,0.311127
0.311834,0.311834
0.312541,0.312541
0.313248,0.313248
0.313955,0.313955
0.314663,0.314663
0.31537,0.31537
0.316077,0.316077
0.316784,0.316784
0.317491,0.317491
0.318198,0.318198
0.318905,0.318905
0.319612,0.319612
0.320319,0.320319
0.321026,0.321026
0.321734,0.321734
0.322441,0.322441
0.323148,0.323148
0.323855,0.323855
0.324562,0.324562
0.325269,0.325269
0.325976,0.325976
0.326683,0.326683
0.32739,0.32739
0.328098,0.328098
0.328805,0.328805
0.329512,0.329512
0.330219,0.330219
0.330926,0.330926
0.331633,0.331633
0.33234,0.33234
0.333047,0.333047
0.333754,0.333754
0.334462,0.334462
0.335169,0.335169
0.335876,0.335876
0.336583,0.336583
0.33729,0.33729
0.337997,0.337997
0.338704,0.338704
0.339411,0.339411
0.340118,0.340118
0.340825,0.340825
0.341533,0.341533
0.34224,0.34224
0.342947,0.342947
0.343654,0.343654
0.344361,0.344361
0.345068,0.345068
0.345775,0.345775
0.346482,0.346482
0.347189,0.347189
0.347897,0.347897
0.348604,0.348604
0.349311,0.349311
0.350018,0.350018
0.350725,0.350725
0.351432,0.351432
0.352139,0.352139
0.352846,0.352846
0.353553,0.353553
0.35426,0.35426
0.354968,0.354968
0.355675,0.355675
0.356382,0.356382
0.357089,0.357089
0.357796,0.357796
0.358503,0.358503
0.35921,0.35921
0.359917,0.359917
0.360624,0.360624
0.361332,0.361332
0.362039,0.362039
0.362746,0.362746
0.363453,0.363453
0.36416,0.36416
0.364867,0.364867
0.365574,0.365574
0.366281,0.366281
0.366988,0.366988
0.367696,0.367696
0.368403,0.368403
0.36911,0.36911
0.369817,0.369817
0.370524,0.370524
0.371231,0.371231
0.371938,0.371938
0.372645,0.372645
0.373352,0.373352
0.374059,0.374059
0.374767,0.374767
0.375474,0.375474
0.376181,0.376181
0.376888,0.376888
0.377595,0.377595
0.378302,0.378302
0.379009,0.379009
0.379716,0.379716
0.380423,0.380423
0.381131,0.381131
0.381838,0.381838
0.382545,0.382545
0.383252,0.383252
0.383959,0.383959
0.384666,0.384666
0.385373,0.385373
0.38608,0.38608
0.386787,0.386787
0.387495,0.387495
0.388202,0.388202
0.388909,0.388909
0.389616,0.389616
0.390323,0.390323
0.39103,0.39103
0.391737,0.391737
0.392444,0.392444
0.393151,0.393151
0.393858,0.393858
0.394566,0.394566
0.395273,0.395273
0.39598,0.39598
0.396687,0.396687
0.397394,0.397394
0.398101,0.398101
0.398808,0.398808
0.399515,0.399515
0.400222,0.400222
0.40093,0.40093
0.401637,0.401637
0.402344,0.402344
0.403051,0.403051
0.403758,0.403758
0.404465,0.404465
0.405172,0.405172
0.405879,0.405879
0.406586,0.406586
0.407294,0.407294
0.408001,0.408001
0.408708,0.408708
0.409415,0.409415
0.410122,0.410122
0.410829,0.410829
0.411536,0.411536
0.412243,0.412243
0.41295,0.41295
0.413657,0.413657
0.414365,0.414365
0.415072,0.415072
0.415779,0.415779
0.416486,0.416486
0.417193,0.417193
0.4179,0.4179
0.418607,0.418607
0.419314,0.419314
0.420021,0.420021
0.420729,0.420729
0.421436,0.421436
0.422143,0.422143
0.42285,0.42285
0.423557,0.423557
0.424264,0.424264
0.424971,0.424971
0.425678,0.425678
0.426385,0.426385
0.427092,0.427092
0.4278,0.4278
0.428507,0.428507
0.429214,0.429214
0.429921,0.429921
0.430628,0.430628
0.431335,0.431335
0.432042,0.432042
0.432749,0.432749
0.433456,0.433456
0.434164,0.434164
0.434871,0.434871
0.435578,0.435578
0.436285,0.436285
0.436992,0.436992
0.437699,0.437699
0.438406,0.438406
0.439113,0.439113
0.43982,0.43982
0.440528,0.440528
0.441235,0.441235
0.441942,0.441942
0.442649,0.442649
0.443356,0.443356
0.444063,0.444063
0.44477,0.44477
0.445477,0.445477
0.446184,0.446184
0.446891,0.446891
0.447599,0.447599
0.448306,0.448306
0.449013,0.449013
0.44972,0.44972
0.450427,0.450427
0.451134,0.451134
0.451841,0.451841
0.452548,0.452548
0.453255,0.453255
0.453963,0.453963
0.45467,0.45467
0.455377,0.455377
0.456084,0.456084
0.456791,0.456791
0.457498,0.457498
0.458205,0.458205
0.458912,0.458912
0.459619,0.459619
0.460327,0.460327
0.461034,0.461034
0.461741,0.461741
0.462448,0.462448
0.463155,0.463155
0.463862,0.463862
0.464569,0.464569
0.465276,0.465276
0.465983,0.465983
0.46669,0.46669
0.467398,0.467398
0.468105,0.468105
0.468812,0.468812
0.469519,0.469519
0.470226,0.470226
0.470933,0.470933
0.47164,0.47164
0.472347,0.472347
0.473054,0.473054
0.473762,0.473762
0.474469,0.474469
0.475176,0.475176
0.475883,0.475883
0.47659,0.47659
0.477297,0.477297
0.478004,0.478004
0.478711,0.478711
0.479418,0.479418
0.480126,0.480126
0.480833,0.480833
0.48154,0.48154
0.482247,0.482247
0.482954,0.482954
0.483661,0.483661
0.484368,0.484368
0.485075,0.485075
0.485782,0.485782
0.486489,0.486489
0.487197,0.487197
0.487904,0.487904
0.488611,0.488611
0.489318,0.489318
0.490025,0.490025
0.490732,0.490732
0.491439,0.491439
0.492146,0.492146
0.492853,0.492853
0.493561,0.493561
0.494268,0.494268
0.494975,0.494975
0.495682,0.495682
0.496389,0.496389
0.497096,0.497096
0.497803,0.497803
0.49851,0.49851
0.499217,0.499217
0.499924,0.499924
0.500632,0.500632
0.501339,0.501339
0.502046,0.502046
0.502753,0.502753
0.50346,0.50346
0.504167,0.504167
0.504874,0.504874
0.505581,0.505581
0.506288,0.506288
0.506996,0.506996
0.507703,0.507703
0.50841,0.50841
0.509117,0.509117
0.509824,0.509824
0.510531,0.510531
0.511238,0.511238
0.511945,0.511945
0.512652,0.512652
0.51336,0.51336
0.514067,0.514067
0.514774,0.514774
0.515481,0.515481
0.516188,0.516188
0.516895,0.516895
0.517602,0.517602
0.518309,0.518309
0.519016,0.519016
0.519723,0.519723
0.520431,0.520431
0.521138,0.521138
0.521845,0.521845
0.522552,0.522552
0.523259,0.523259
0.523966,0.523966
0.524673,0.524673
0.52538,0.52538
0.526087,0.526087
0.526795,0.526795
0.527502,0.527502
0.528209,0.528209
0.528916,0.528916
0.529623,0.529623
0.53033,0.53033
0.531037,0.531037
0.531744,0.531744
0.532451,0.532451
0.533159,0.533159
0.533866,0.533866
0.534573,0.534573
0.53528,0.53528
0.535987,0.535987
0.536694,0.536694
0.537401,0.537401
0.538108,0.538108
0.538815,0.538815
0.539522,0.539522
0.54023,0.54023
0.540937,0.540937
0.541644,0.541644
0.542351,0.542351
0.543058,0.543058
0.543765,0.543765
0.544472,0.544472
0.545179,0.545179
0.545886,0.545886
0.546594,0.546594
0.547301,0.547301
0.548008,0.548008
0.548715,0.548715
0.549422,0.549422
0.550129,0.550129
0.550836,0.550836
0.551543,0.551543
0.55225,0.55225
0.552958,0.552958
0.553665,0.553665
0.554372,0.554372
0.555079,0.555079
0.555786,0.555786
0.556493,0.556493
0.5572,0.5572
0.557907,0.557907
0.558614,0.558614
0.559321,0.559321
0.560029,0.560029
0.560736,0.560736
0.561443,0.561443
0.56215,0.56215
0.562857,0.562857
0.563564,0.563564
0.564271,0.564271
0.564978,0.564978
0.565685,0.565685
0.566393,0.566393
0.5671,0.5671
0.567807,0.567807
0.568514,0.568514
0.569221,0.569221
0.569928,0.569928
0.570635,0.570635
0.571342,0.571342
0.572049,0.572049
0.572756,0.572756
0.573464,0.573464
0.574171,0.574171
0.574878,0.574878
0.575585,0.575585
0.576292,0.576292
0.576999,0.576999
0.577706,0.577706
0.578413,0.578413
0.57912,0.57912
0.579828,0.579828
0.580535,0.580535
0.581242,0.581242
0.581949,0.581949
0.582656,0.582656
0.583363,0.583363
0.58407,0.58407
0.584777,0.584777
0.585484,0.585484
0.586192,0.586192
0.586899,0.586899
0.587606,0.587606
0.588313,0.588313
0.58902,0.58902
0.589727,0.589727
0.590434,0.590434
0.591141,0.591141
0.591848,0.591848
0.592555,0.592555
0.593263,0.593263
0.59397,0.59397
0.594677,0.594677
0.595384,0.595384
0.596091,0.596091
0.596798,0.596798
0.597505,0.597505
0.598212,0.598212
0.598919,0.598919
0.599627,0.599627
0.600334,0.600334
0.601041,0.601041
0.601748,0.601748
0.602455,0.602455
0.603162,0.603162
0.603869,0.603869
0.604576,0.604576
0.605283,0.605283
0.605991,0.605991
0.606698,0.606698
0.607405,0.607405
0.608112,0.608112
0.608819,0.608819
0.609526,0.609526
0.610233,0.610233
0.61094,0.61094
0.611647,0.611647
0.612354,0.612354
0.613062,0.613062
0.613769,0.613769
0.614476,0.614476
0.615183,0.615183
0.61589,0.61589
0.616597,0.616597
0.617304,0.617304
0.618011,0.618011
0.618718,0.618718
0.619426,0.619426
0.620133,0.620133
0.62084,0.62084
0.621547,0.621547
0.622254,0.622254
0.622961,0.622961
0.623668,0.623668
0.624375,0.624375
0.625082,0.625082
0.62579,0.62579
0.626497,0.626497
0.627204,0.627204
0.627911,0.627911
0.628618,0.628618
0.629325,0.629325
0.630032,0.630032
0.630739,0.630739
0.631446,0.631446
0.632153,0.632153
0.632861,0.632861
0.633568,0.633568
0.634275,0.634275
0.634982,0.634982
0.635689,0.635689
0.636396,0.636396
0.637103,0.637103
0.63781,0.63781
0.638517,0.638517
0.639225,0.639225
0.639932,0.639932
0.640639,0.640639
0.641346,0.641346
0.642053,0.642053
0.64276,0.64276
0.643467,0.643467
0.644174,0.644174
0.644881,0.644881
0.645588,0.645588
0.646296,0.646296
0.647003,0.647003
0.64771,0.64771
0.648417,0.648417
0.649124,0.649124
0.649831,0.649831
0.650538,0.650538
0.651245,0.651245
0.651952,0.651952
0.65266,0.65266
0.653367,0.653367
0.654074,0.654074
0.654781,0.654781
0.655488,0.655488
0.656195,0.656195
0.656902,0.656902
0.657609,0.657609
0.658316,0.658316
0.659024,0.659024
0.659731,0.659731
0.660438,0.660438
0.661145,0.661145
0.661852,0.661852
0.662559,0.662559
0.663266,0.663266
0.663973,0.663973
0.66468,0.66468
0.665387,0.665387
0.666095,0.666095
0.666802,0.666802
0.667509,0.667509
0.668216,0.668216
0.668923,0.668923
0.66963,0.66963
0.670337,0.670337
0.671044,0.671044
0.671751,0.671751
0.672459,0.672459
0.673166,0.673166
0.673873,0.673873
0.67458,0.67458
0.675287,0.675287
0.675994,0.675994
0.676701,0.676701
0.677408,0.677408
0.678115,0.678115
0.678823,0.678823
0.67953,0.67953
0.680237,0.680237
0.680944,0.680944
0.681651,0.681651
0.682358,0.682358
0.683065,0.683065
0.683772,0.683772
0.684479,0.684479
0.685186,0.685186
0.685894,0.685894
0.686601,0.686601
0.687308,0.687308
0.688015,0.688015
0.688722,0.688722
0.689429,0.689429
0.690136,0.690136
0.690843,0.690843
0.69155,0.69155
0.692258,0.692258
0.692965,0.692965
0.693672,0.693672
0.694379,0.694379
0.695086,0.695086
0.695793,0.695793
0.6965,0.6965
0.697207,0.697207
0.697914,0.697914
0.698621,0.698621
0.699329,0.699329
0.700036,0.700036
0.700743,0.700743
0.70145,0.70145
0.702157,0.702157
0.702864,0.702864
0.703571,0.703571
0.704278,0.704278
0.704985,0.704985
0.705693,0.705693
0.7064,0.7064
0.707107,0.707107
0.707814,0.707814
0.708521,0.708521
0.709228,0.709228
0.709935,0.709935
0.710642,0.710642
0.711349,0.711349
0.712057,0.712057
0.712764,0.712764
0.713471,0.713471
0.714178,0.714178
0.714885,0.714885
0.715592,0.715592
0.716299,0.716299
0.717006,0.717006
0.717713,0.717713
0.71842,0.71842
0.719128,0.719128
0.719835,0.719835
0.720542,0.720542
0.721249,0.721249
0.721956,0.721956
0.722663,0.722663
0.72337,0.72337
0.724077,0.724077
0.724784,0.724784
0.725492,0.725492
0.726199,0.726199
0.726906,0.726906
0.727613,0.727613
0.72832,0.72832
0.729027,0.729027
0.729734,0.729734
0.730441,0.730441
0.731148,0.731148
0.731856,0.731856
0.732563,0.732563
0.73327,0.73327
0.733977,0.733977
0.734684,0.734684
0.735391,0.735391
0.736098,0.736098
0.736805,0.736805
0.737512,0.737512
0.738219,0.738219
0.738927,0.738927
0.739634,0.739634
0.740341,0.740341
0.741048,0.741048
0.741755,0.741755
0.742462,0.742462
0.743169,0.743169
0.743876,0.743876
0.744583,0.744583
0.745291,0.745291
0.745998,0.745998
0.746705,0.746705
0.747412,0.747412
0.748119,0.748119
0.748826,0.748826
0.749533,0.749533
0.75024,0.75024
0.750947,0.750947
0.751655,0.751655
0.752362,0.752362
0.753069,0.753069
0.753776,0.753776
0.754483,0.754483
0.75519,0.75519
0.755897,0.755897
0.756604,0.756604
0.757311,0.757311
0.758018,0.758018
0.758726,0.758726
0.759433,0.759433
0.76014,0.76014
0.760847,0.760847
0.761554,0.761554
0.762261,0.762261
0.762968,0.762968
0.763675,0.763675
0.764382,0.764382
0.76509,0.76509
0.765797,0.765797
0.766504,0.766504
0.767211,0.767211
0.767918,0.767918
0.768625,0.768625
0.769332,0.769332
0.770039,0.770039
0.770746,0.770746
0.771453,0.771453
0.772161,0.772161
0.772868,0.772868
0.773575,0.773575
0.774282,0.774282
0.774989,0.774989
0.775696,0.775696
0.776403,0.776403
0.77711,0.77711
0.777817,0.777817
0.778525,0.778525
0.779232,0.779232
0.779939,0.779939
0.780646,0.780646
0.781353,0.781353
0.78206,0.78206
0.782767,0.782767
0.783474,0.783474
0.784181,0.784181
0.784889,0.784889
0.785596,0.785596
0.786303,0.786303
0.78701,0.78701
0.787717,0.787717
0.788424,0.788424
0.789131,0.789131
0.789838,0.789838
0.790545,0.790545
0.791252,0.791252
0.79196,0.79196
0.792667,0.792667
0.793374,0.793374
0.794081,0.794081
0.794788,0.794788
0.795495,0.795495
0.796202,0.796202
0.796909,0.796909
0.797616,0.797616
0.798324,0.798324
0.799031,0.799031
0.799738,0.799738
0.800445,0.800445
0.801152,0.801152
0.801859,0.801859
0.802566,0.802566
0.803273,0.803273
0.80398,0.80398
0.804688,0.804688
0.805395,0.805395
0.806102,0.806102
0.806809,0.806809
0.807516,0.807516
0.808223,0.808223
0.80893,0.80893
0.809637,0.809637
0.810344,0.810344
0.811051,0.811051
0.811759,0.811759
0.812466,0.812466
0.813173,0.813173
0.81388,0.81388
0.814587,0.814587
0.815294,0.815294
0.816001,0.816001
0.816708,0.816708
0.817415,0.817415
0.818123,0.818123
0.81883,0.81883
0.819537,0.819537
0.820244,0.820244
0.820951,0.820951
0.821658,0.821658
0.822365,0.822365
0.823072,0.823072
0.823779,0.823779
0.824487,0.824487
0.825194,0.825194
0.825901,0.825901
0.826608,0.826608
0.827315,0.827315
0.828022,0.828022
0.828729,0.828729
0.829436,0.829436
0.830143,0.830143
0.83085,0.83085
0.831558,0.831558
0.832265,0.832265
0.832972,0.832972
0.833679,0.833679
0.834386,0.834386
0.835093,0.835093
0.8358,0.8358
0.836507,0.836507
0.837214,0.837214
0.837922,0.837922
0.838629,0.838629
0.839336,0.839336
0.840043,0.840043
0.84075,0.84075
0.841457,0.841457
0.842164,0.842164
0.842871,0.842871
0.843578,0.843578
0.844285,0.844285
0.844993,0.844993
0.8457,0.8457
0.846407,0.846407
0.847114,0.847114
0.847821,0.847821
0.848528,0.848528
0.849235,0.849235
0.849942,0.849942
0.850649,0.850649
0.851357,0.851357
0.852064,0.852064
0.852771,0.852771
0.853478,0.853478
0.854185,0.854185
0.854892,0.854892
0.855599,0.855599
0.856306,0.856306
0.857013,0.857013
0.857721,0.857721
0.858428,0.858428
0.859135,0.859135
0.859842,0.859842
0.860549,0.860549
0.861256,0.861256
0.861963,0.861963
0.86267,0.86267
0.863377,0.863377
0.864084,0.864084
0.864792,0.864792
0.865499,0.865499
0.866206,0.866206
0.866913,0.866913
0.86762,0.86762
0.868327,0.868327
0.869034,0.869034
0.869741,0.869741
0.870448,0.870448
0.871156,0.871156
0.871863,0.871863
0.87257,0.87257
0.873277,0.873277
0.873984,0.873984
0.874691,0.874691
0.875398,0.875398
0.876105,0.876105
0.876812,0.876812
0.87752,0.87752
0.878227,0.878227
0.878934,0.878934
0.879641,0.879641
0.880348,0.880348
0.881055,0.881055
0.881762,0.881762
0.882469,0.882469
0.883176,0.883176
0.883883,0.883883
0.884591,0.884591
0.885298,0.885298
0.886005,0.886005
0.886712,0.886712
0.887419,0.887419
0.888126,0.888126
0.888833,0.888833
0.88954,0.88954
0.890247,0.890247
0.890955,0.890955
0.891662,0.891662
0.892369,0.892369
0.893076,0.893076
0.893783,0.893783
0.89449,0.89449
0.895197,0.895197
0.895904,0.895904
0.896611,0.896611
0.897319,0.897319
0.898026,0.898026
0.898733,0.898733
0.89944,0.89944
0.900147,0.900147
0.900854,0.900854
0.901561,0.901561
0.902268,0.902268
0.902975,0.902975
0.903682,0.903682
0.90439,0.90439
0.905097,0.905097
0.905804,0.905804
0.906511,0.906511
0.907218,0.907218
0.907925,0.907925
0.908632,0.908632
0.909339,0.909339
0.910046,0.910046
0.910754,0.910754
0.911461,0.911461
0.912168,0.912168
0.912875,0.912875
0.913582,0.913582
0.914289,0.914289
0.914996,0.914996
0.915703,0.915703
0.91641,0.91641
0.917117,0.917117
0.917825,0.917825
0.918532,0.918532
0.919239,0.919239
0.919946,0.919946
0.920653,0.920653
0.92136,0.92136
0.922067,0.922067
0.922774,0.922774
0.923481,0.923481
0.924189,0.924189
0.924896,0.924896
0.925603,0.925603
0.92631,0.92631
0.927017,0.927017
0.927724,0.927724
0.928431,0.928431
0.929138,0.929138
0.929845,0.929845
0.930553,0.930553
0.93126,0.93126
0.931967,0.931967
0.932674,0.932674
0.933381,0.933381
0.934088,0.934088
0.934795,0.934795
0.935502,0.935502
0.936209,0.936209
0.936916,0.936916
0.937624,0.937624
0.938331,0.938331
0.939038,0.939038
0.939745,0.939745
0.940452,0.940452
0.941159,0.941159
0.941866,0.941866
0.942573,0.942573
0.94328,0.94328
0.943988,0.943988
0.944695,0.944695
0.945402,0.945402
0.946109,0.946109
0.946816,0.946816
0.947523,0.947523
0.94823,0.94823
0.948937,0.948937
0.949644,0.949644
0.950352,0.950352
0.951059,0.951059
0.951766,0.951766
0.952473,0.952473
0.95318,0.95318
0.953887,0.953887
0.954594,0.954594
0.955301,0.955301
0.956008,0.956008
0.956715,0.956715
0.957423,0.957423
0.95813,0.95813
0.958837,0.958837
0.959544,0.959544
0.960251,0.960251
0.960958,0.960958
0.961665,0.961665
0.962372,0.962372
0.963079,0.963079
0.963787,0.963787
0.964494,0.964494
0.965201,0.965201
0.965908,0.965908
0.966615,0.966615
0.967322,0.967322
0.968029,0.968029
0.968736,0.968736
0.969443,0.969443
0.970151,0.970151
